#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1534	18974	ENTREZ_GENE	Pole2	-	10090	Mus musculus	4.9629e-06	0.000468	1.0238e-08	-	-	YES	BioGRID ORCS
1534	14375	ENTREZ_GENE	Xrcc6	70kDa|G22p1|Ku70	10090	Mus musculus	4.9629e-06	0.000468	4.5765e-07	-	-	YES	BioGRID ORCS
1534	319583	ENTREZ_GENE	Lig4	5830471N16Rik|tiny	10090	Mus musculus	4.9629e-06	0.000468	5.056e-07	-	-	YES	BioGRID ORCS
1534	22596	ENTREZ_GENE	Xrcc5	AI314015|Ku80|Ku86	10090	Mus musculus	4.9629e-06	0.000468	5.4853e-07	-	-	YES	BioGRID ORCS
1534	77782	ENTREZ_GENE	Polq	A430110D14Rik	10090	Mus musculus	4.9629e-06	0.000468	9.4046e-07	-	-	YES	BioGRID ORCS
1534	70681	ENTREZ_GENE	Abraxas1	3830405G04Rik|5630400M01Rik|AI506069|AL024423|AV118690|Ccdc98|Fam175a	10090	Mus musculus	4.9629e-06	0.000468	1.3465e-06	-	-	YES	BioGRID ORCS
1534	26909	ENTREZ_GENE	Exo1	5730442G03Rik|Msa	10090	Mus musculus	2.4814e-05	0.001756	2.1116e-06	-	-	YES	BioGRID ORCS
1534	56505	ENTREZ_GENE	Ruvbl1	2510009G06Rik|Pontin52|Tip49a	10090	Mus musculus	2.4814e-05	0.001756	2.4981e-06	-	-	YES	BioGRID ORCS
1534	240087	ENTREZ_GENE	Mdc1	6820401C03|AA413496|Nfbd1|mKIAA0170	10090	Mus musculus	3.474e-05	0.002185	3.0659e-06	-	-	YES	BioGRID ORCS
1534	104806	ENTREZ_GENE	Fancm	AI427100|C730036B14Rik|D12Ertd364e	10090	Mus musculus	4.4666e-05	0.002528	4.2337e-06	-	-	YES	BioGRID ORCS
1534	21849	ENTREZ_GENE	Trim28	AA408787|KAP-1|KRIP-1|MommeD9|Tif1b|Tif1beta	10090	Mus musculus	6.4517e-05	0.003043	5.1761e-06	-	-	YES	BioGRID ORCS
1534	71885	ENTREZ_GENE	Faap100	2310003H01Rik	10090	Mus musculus	6.4517e-05	0.003043	5.2564e-06	-	-	YES	BioGRID ORCS
1534	320209	ENTREZ_GENE	Ddx11	4732462I11Rik|CHL1|CHLR1|KRG2|essa15a	10090	Mus musculus	8.4369e-05	0.003673	7.1474e-06	-	-	YES	BioGRID ORCS
1534	19090	ENTREZ_GENE	Prkdc	AI326420|AU019811|DNA-PKcs|DNAPDcs|DNAPK|DNPK1|DOXNPH|HYRC1|XRCC7|dxnph|p460|scid|slip	10090	Mus musculus	9.4295e-05	0.003812	8.8925e-06	-	-	YES	BioGRID ORCS
1534	56626	ENTREZ_GENE	Poll	1110003P06Rik|AV007317	10090	Mus musculus	0.0001737	0.006357	1.4047e-05	-	-	YES	BioGRID ORCS
1534	71890	ENTREZ_GENE	Mad2l2	2310033C13Rik|G1-453-4|MAD2B|REV7|repro22	10090	Mus musculus	0.00018363	0.006357	1.4466e-05	-	-	YES	BioGRID ORCS
1534	75570	ENTREZ_GENE	Nhej1	1700029B21Rik|XLF|cernunnos	10090	Mus musculus	0.00019355	0.006357	1.5189e-05	-	-	YES	BioGRID ORCS
1534	76251	ENTREZ_GENE	Ercc6l2	0610007P08Rik|1700019D06Rik|9330134C04Rik|Rad26l|Sr278	10090	Mus musculus	0.00020348	0.006357	1.5769e-05	-	-	YES	BioGRID ORCS
1534	234736	ENTREZ_GENE	Rfwd3	BC027246	10090	Mus musculus	0.0002134	0.006357	1.6011e-05	-	-	YES	BioGRID ORCS
1534	71988	ENTREZ_GENE	Esco2	2410004I17Rik|D030072L07Rik	10090	Mus musculus	0.00026303	0.007444	2.262e-05	-	-	YES	BioGRID ORCS
1534	13006	ENTREZ_GENE	Smc3	Bamacan|Cspg6|HCAP|Mmip1|SMC-3|SmcD	10090	Mus musculus	0.00029281	0.007694	3.0058e-05	-	-	YES	BioGRID ORCS
1534	269400	ENTREZ_GENE	Rtel1	AI451565|AW540478|Rtel	10090	Mus musculus	0.00030274	0.007694	3.1308e-05	-	-	YES	BioGRID ORCS
1534	22385	ENTREZ_GENE	Baz1b	C87820|WSTF|Wbscr9	10090	Mus musculus	0.00031266	0.007694	3.1787e-05	-	-	YES	BioGRID ORCS
1534	19361	ENTREZ_GENE	Rad51	AV304093|Rad51a|Reca	10090	Mus musculus	0.00035236	0.008065	3.6418e-05	-	-	YES	BioGRID ORCS
1534	18538	ENTREZ_GENE	Pcna	-	10090	Mus musculus	0.00040199	0.008065	4.3691e-05	-	-	YES	BioGRID ORCS
1534	56420	ENTREZ_GENE	Ppp4c	1110002D08Rik|AU016079|Ppx	10090	Mus musculus	0.00041192	0.008065	4.4859e-05	-	-	YES	BioGRID ORCS
1534	210766	ENTREZ_GENE	Brcc3	C6.1A	10090	Mus musculus	0.00043177	0.008065	4.7601e-05	-	-	YES	BioGRID ORCS
1534	56371	ENTREZ_GENE	Fzr1	AW108046|Cdh1|FZR|FZR2|Fyr|HCDH|HCDH1	10090	Mus musculus	0.00043177	0.008065	4.887e-05	-	-	YES	BioGRID ORCS
1534	50776	ENTREZ_GENE	Polg2	-	10090	Mus musculus	0.00043177	0.008065	5.0237e-05	-	-	YES	BioGRID ORCS
1534	18968	ENTREZ_GENE	Pola1	AW321876|Pola	10090	Mus musculus	0.0004417	0.008065	5.3263e-05	-	-	YES	BioGRID ORCS
1534	19366	ENTREZ_GENE	Rad54l	RAD54	10090	Mus musculus	0.0004417	0.008065	5.3866e-05	-	-	YES	BioGRID ORCS
1534	67849	ENTREZ_GENE	Cdca5	2610036L13Rik|AL024086|AW536684|C85404	10090	Mus musculus	0.00047147	0.008339	5.8277e-05	-	-	YES	BioGRID ORCS
1534	60534	ENTREZ_GENE	Fancg	AU041407|Xrcc9	10090	Mus musculus	0.00054095	0.009278	6.7323e-05	-	-	YES	BioGRID ORCS
1534	107976	ENTREZ_GENE	Babam2	6030405P19Rik|AI429776|B830038C02Rik	10090	Mus musculus	0.00062036	0.010327	7.6114e-05	-	-	YES	BioGRID ORCS
1534	68251	ENTREZ_GENE	Babam1	5430437P03Rik|Merit40	10090	Mus musculus	0.00077917	0.011919	9.9481e-05	-	-	YES	BioGRID ORCS
1534	22121	ENTREZ_GENE	Rpl13a	1810026N22Rik|Tstap198-7|tum-antigen	10090	Mus musculus	0.00077917	0.011919	0.00010017	-	-	YES	BioGRID ORCS
1534	237211	ENTREZ_GENE	Fancb	BC022692	10090	Mus musculus	0.00077917	0.011919	0.00010177	-	-	YES	BioGRID ORCS
1534	191578	ENTREZ_GENE	Helq	AU021725|D430018E21Rik|Hel308	10090	Mus musculus	0.00087843	0.013084	0.00011966	-	-	YES	BioGRID ORCS
1534	20926	ENTREZ_GENE	Supt6	5131400N11Rik|AI132449|SPT6|Supt6h|mKIAA0162	10090	Mus musculus	0.001067	0.015485	0.00013993	-	-	YES	BioGRID ORCS
1534	20184	ENTREZ_GENE	Uimc1	9430016E08Rik|D330018D10Rik|D630032M02Rik|RIP110|Rxrip110	10090	Mus musculus	0.0013846	0.019593	0.00019543	-	-	YES	BioGRID ORCS
1534	12544	ENTREZ_GENE	Cdc45	Cdc45l	10090	Mus musculus	0.0015931	0.021992	0.0002182	-	-	YES	BioGRID ORCS
1534	100040608	ENTREZ_GENE	Fancf	A730016A17	10090	Mus musculus	0.0016824	0.022673	0.00023067	-	-	YES	BioGRID ORCS
1534	108138	ENTREZ_GENE	Xrcc4	2310057B22Rik|AW413319|AW545101	10090	Mus musculus	0.0019306	0.025412	0.00027669	-	-	YES	BioGRID ORCS
1534	100683	ENTREZ_GENE	Trrap	AI481500	10090	Mus musculus	0.0021589	0.027771	0.00030146	-	-	YES	BioGRID ORCS
1534	20422	ENTREZ_GENE	Sem1	DSS1|Shfdg1|Shfg|Shfm1	10090	Mus musculus	0.0023077	0.029026	0.00035799	-	-	YES	BioGRID ORCS
1534	72931	ENTREZ_GENE	Swi5	1500019F05Rik|2900010J23Rik|AI046671	10090	Mus musculus	0.0031614	0.038071	0.00042112	-	-	YES	BioGRID ORCS
1534	208836	ENTREZ_GENE	Fanci	-	10090	Mus musculus	0.0031614	0.038071	0.00042325	-	-	YES	BioGRID ORCS
1534	19205	ENTREZ_GENE	Ptbp1	AA407203|AL033359|HNRPI|PTB-1|PTB2|PTB3|PTB4|Ptb|pPTB	10090	Mus musculus	0.0033797	0.039853	0.00045554	-	-	YES	BioGRID ORCS
1534	18971	ENTREZ_GENE	Pold1	125kDa	10090	Mus musculus	0.0034988	0.040056	0.00047292	-	-	YES	BioGRID ORCS
1534	15289	ENTREZ_GENE	Hmgb1	HMG-1|Hmg1|SBP-1|p30	10090	Mus musculus	0.0035385	0.040056	0.00047887	-	-	YES	BioGRID ORCS
1534	269523	ENTREZ_GENE	Vcp	3110001E05|CDC48|p97|p97/VCP	10090	Mus musculus	0.0037966	0.042135	0.00051473	-	-	YES	BioGRID ORCS
1534	77622	ENTREZ_GENE	Apex2	C430040P13Rik|ape2	10090	Mus musculus	0.0040844	0.044458	0.00056947	-	-	YES	BioGRID ORCS
1534	211651	ENTREZ_GENE	Fancd2	2410150O07Rik|AU015151|BB137857|FA-D2|FA4|FACD|FAD|FANCD	10090	Mus musculus	0.0047594	0.050827	0.00067646	-	-	NO	BioGRID ORCS
1534	14088	ENTREZ_GENE	Fancc	Facc	10090	Mus musculus	0.0051465	0.053943	0.00073965	-	-	NO	BioGRID ORCS
1534	20638	ENTREZ_GENE	Snrpb	AL024368|AU018828|SM-B|SM11|SMB|SNRNP-B	10090	Mus musculus	0.0055733	0.057354	0.00079461	-	-	NO	BioGRID ORCS
1534	19365	ENTREZ_GENE	Rad52	Rad52yh	10090	Mus musculus	0.006546	0.066162	0.00090792	-	-	NO	BioGRID ORCS
1534	232314	ENTREZ_GENE	Ppp4r2	BE691708|C230060M08Rik	10090	Mus musculus	0.0071019	0.069789	0.00099351	-	-	NO	BioGRID ORCS
1534	12190	ENTREZ_GENE	Brca2	Fancd1|RAB163	10090	Mus musculus	0.0071515	0.069789	0.001001	-	-	NO	BioGRID ORCS
1534	76843	ENTREZ_GENE	Dtl	2810047L02Rik|5730564G15Rik|L2dtl|Ramp	10090	Mus musculus	0.0075287	0.070593	0.0010637	-	-	NO	BioGRID ORCS
1534	101831	ENTREZ_GENE	Faap24	AW124591|AW538696|C230052I12Rik	10090	Mus musculus	0.0075585	0.070593	0.0010686	-	-	NO	BioGRID ORCS
1534	68275	ENTREZ_GENE	Rpa1	5031405K23Rik|70kDa|AA589576|AW557552|RF-A|RP-A|Rpa	10090	Mus musculus	0.0076081	0.070593	0.0010732	-	-	NO	BioGRID ORCS
1534	14087	ENTREZ_GENE	Fanca	AW208693|FACA	10090	Mus musculus	0.0078662	0.07181	0.0011307	-	-	NO	BioGRID ORCS
1534	93762	ENTREZ_GENE	Smarca5	4933427E24Rik|D030040M08Rik|D330027N15Rik|MommeD4|Snf2h	10090	Mus musculus	0.0080349	0.072187	0.0011639	-	-	NO	BioGRID ORCS
1534	11920	ENTREZ_GENE	Atm	AI256621|C030026E19Rik	10090	Mus musculus	0.0084816	0.075009	0.0012446	-	-	NO	BioGRID ORCS
1534	66647	ENTREZ_GENE	Nsmce3	5730494G16Rik|AI642138|BB044375|HCA4|Mageg1|Ndnl2|mage-g1	10090	Mus musculus	0.0088984	0.076311	0.0013319	-	-	NO	BioGRID ORCS
1534	27221	ENTREZ_GENE	Chaf1a	AL023013|AL024058|CAF-1|Cac1p	10090	Mus musculus	0.0088984	0.076311	0.0013337	-	-	NO	BioGRID ORCS
1534	59001	ENTREZ_GENE	Pole3	1810034K18Rik|YBL1	10090	Mus musculus	0.009087	0.076765	0.0013797	-	-	NO	BioGRID ORCS
1534	71567	ENTREZ_GENE	Mcm9	9030408O17Rik|Gm235|Mcmdc1	10090	Mus musculus	0.009226	0.076793	0.0014041	-	-	NO	BioGRID ORCS
1534	110749	ENTREZ_GENE	Chaf1b	2600017H24Rik|C76145|CAF-I p60|CAF-Ip60|CAF1|CAF1A|CAF1P60|MPHOSPH7	10090	Mus musculus	0.0098811	0.081054	0.0015221	-	-	NO	BioGRID ORCS
1534	94230	ENTREZ_GENE	Cpsf1	-	10090	Mus musculus	0.012303	0.099343	0.0019151	-	-	NO	BioGRID ORCS
1534	22209	ENTREZ_GENE	Ube2a	HHR6A|HR6A|Mhr6a	10090	Mus musculus	0.012462	0.099343	0.0019461	-	-	NO	BioGRID ORCS
1534	17535	ENTREZ_GENE	Mre11a	Mre11|Mre11b	10090	Mus musculus	0.015132	0.118953	0.0023719	-	-	NO	BioGRID ORCS
1534	27398	ENTREZ_GENE	Mrpl2	CGI-22|L2mt|MRP-L14|MRP-L2|Rpml14	10090	Mus musculus	0.016899	0.131022	0.002692	-	-	NO	BioGRID ORCS
1534	15270	ENTREZ_GENE	H2afx	AW228881|H2A.X|H2ax|Hist5-2ax|gammaH2ax	10090	Mus musculus	0.017177	0.131377	0.0027395	-	-	NO	BioGRID ORCS
1534	102423	ENTREZ_GENE	Hinfp	AA589481|HiNF-P|Mizf	10090	Mus musculus	0.017881	0.134944	0.0028502	-	-	NO	BioGRID ORCS
1534	24061	ENTREZ_GENE	Smc1a	5830426I24Rik|SMC-1A|Sb1.8|Smc1|Smc1alpha|Smc1l1|Smcb|mKIAA0178	10090	Mus musculus	0.019221	0.142602	0.0031043	-	-	NO	BioGRID ORCS
1534	14235	ENTREZ_GENE	Foxm1	AA408308|AW554517|BB238854|Fkh16|Foxm1b|HFH-11B|MPHOSPH2|Mpm2|WIN	10090	Mus musculus	0.0194	0.142602	0.0031477	-	-	NO	BioGRID ORCS
1534	56424	ENTREZ_GENE	Stub1	0610033N24Rik|2210017D18Rik|2310040B03Rik|AW046544|Chip	10090	Mus musculus	0.020571	0.149273	0.0033488	-	-	NO	BioGRID ORCS
1534	56456	ENTREZ_GENE	Actl6a	2810432C06Rik|AI851094|ARP4|Actl6|Baf53a|C79802	10090	Mus musculus	0.021385	0.153214	0.0034827	-	-	NO	BioGRID ORCS
1534	81601	ENTREZ_GENE	Kat5	AI839539|CPLA2|Htatip|Htatip1|PLIP|Tip55|Tip60	10090	Mus musculus	0.023092	0.163378	0.0037966	-	-	NO	BioGRID ORCS
1534	93765	ENTREZ_GENE	Ube2n	1500026J17Rik|AL022654|BB101821|UBC13	10090	Mus musculus	0.027023	0.188826	0.0045311	-	-	NO	BioGRID ORCS
1534	233726	ENTREZ_GENE	Ipo7	A330055O14Rik|C330016G14|Imp7|Ranbp7	10090	Mus musculus	0.027817	0.192005	0.0046864	-	-	NO	BioGRID ORCS
1534	22589	ENTREZ_GENE	Atrx	4833408C14Rik|AI447451|ATR2|DXHXS6677E|HP1-BP38|Hp1bp2|Hp1bp38|MRXS3|RAD54L|Rad54|XH2|Xnp|ZNF-HX	10090	Mus musculus	0.028224	0.192466	0.0047646	-	-	NO	BioGRID ORCS
1534	18973	ENTREZ_GENE	Pole	-	10090	Mus musculus	0.029931	0.201679	0.005055	-	-	NO	BioGRID ORCS
1534	58186	ENTREZ_GENE	Rad18	2810024C04Rik|Rad18sc	10090	Mus musculus	0.032859	0.218742	0.0055481	-	-	NO	BioGRID ORCS
1534	77987	ENTREZ_GENE	Ascc3	ASC1p200|B630009I04Rik|BC023451|D430001L07Rik|D630041L21|Helic1|RNAH	10090	Mus musculus	0.033236	0.218742	0.005607	-	-	NO	BioGRID ORCS
1534	66163	ENTREZ_GENE	Mrpl4	1110017G11Rik	10090	Mus musculus	0.034566	0.224881	0.0058545	-	-	NO	BioGRID ORCS
1534	13194	ENTREZ_GENE	Ddb1	127kDa|AA408517|p127-Ddb1	10090	Mus musculus	0.035569	0.228727	0.0060682	-	-	NO	BioGRID ORCS
1534	54401	ENTREZ_GENE	Ywhab	1300003C17Rik|14-3-3b	10090	Mus musculus	0.035966	0.228727	0.006141	-	-	NO	BioGRID ORCS
1534	20174	ENTREZ_GENE	Ruvbl2	mp47|p47	10090	Mus musculus	0.038686	0.24329	0.0066826	-	-	NO	BioGRID ORCS
1534	67030	ENTREZ_GENE	Fancl	2010322C19Rik|AW554273|B230118H11Rik|Phf9|Pog|gcd	10090	Mus musculus	0.039122	0.243333	0.0067777	-	-	NO	BioGRID ORCS
1534	13871	ENTREZ_GENE	Ercc2	AA407812|AU020867|AW240756|CXPD|Ercc-2|Mhdarco15|RCO015|XPD	10090	Mus musculus	0.041921	0.257908	0.0073451	-	-	NO	BioGRID ORCS
1534	55982	ENTREZ_GENE	Paxip1	D5Ertd149e|PTIP	10090	Mus musculus	0.042815	0.260571	0.0075223	-	-	NO	BioGRID ORCS
1534	57434	ENTREZ_GENE	Xrcc2	4921524O04Rik|8030409M04Rik|RAD51|RecA	10090	Mus musculus	0.043599	0.262521	0.0076752	-	-	NO	BioGRID ORCS
