#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1536	18538	ENTREZ_GENE	Pcna	-	10090	Mus musculus	4.9629e-06	0.000468	4.2625e-09	-	-	YES	BioGRID ORCS
1536	70681	ENTREZ_GENE	Abraxas1	3830405G04Rik|5630400M01Rik|AI506069|AL024423|AV118690|Ccdc98|Fam175a	10090	Mus musculus	4.9629e-06	0.000468	1.6835e-07	-	-	YES	BioGRID ORCS
1536	104806	ENTREZ_GENE	Fancm	AI427100|C730036B14Rik|D12Ertd364e	10090	Mus musculus	4.9629e-06	0.000468	3.5722e-07	-	-	YES	BioGRID ORCS
1536	319583	ENTREZ_GENE	Lig4	5830471N16Rik|tiny	10090	Mus musculus	4.9629e-06	0.000468	7.2504e-07	-	-	YES	BioGRID ORCS
1536	56505	ENTREZ_GENE	Ruvbl1	2510009G06Rik|Pontin52|Tip49a	10090	Mus musculus	4.9629e-06	0.000468	1.2407e-06	-	-	YES	BioGRID ORCS
1536	22596	ENTREZ_GENE	Xrcc5	AI314015|Ku80|Ku86	10090	Mus musculus	4.9629e-06	0.000468	1.6868e-06	-	-	YES	BioGRID ORCS
1536	56371	ENTREZ_GENE	Fzr1	AW108046|Cdh1|FZR|FZR2|Fyr|HCDH|HCDH1	10090	Mus musculus	2.4814e-05	0.002006	2.8878e-06	-	-	YES	BioGRID ORCS
1536	77782	ENTREZ_GENE	Polq	A430110D14Rik	10090	Mus musculus	3.474e-05	0.002185	3.1509e-06	-	-	YES	BioGRID ORCS
1536	71711	ENTREZ_GENE	Mus81	1200008A18Rik|AI182501|AW045863	10090	Mus musculus	3.474e-05	0.002185	3.5246e-06	-	-	YES	BioGRID ORCS
1536	240087	ENTREZ_GENE	Mdc1	6820401C03|AA413496|Nfbd1|mKIAA0170	10090	Mus musculus	5.4592e-05	0.00309	4.8229e-06	-	-	YES	BioGRID ORCS
1536	67849	ENTREZ_GENE	Cdca5	2610036L13Rik|AL024086|AW536684|C85404	10090	Mus musculus	6.4517e-05	0.00332	5.0075e-06	-	-	YES	BioGRID ORCS
1536	75570	ENTREZ_GENE	Nhej1	1700029B21Rik|XLF|cernunnos	10090	Mus musculus	8.4369e-05	0.003673	7.234e-06	-	-	YES	BioGRID ORCS
1536	57434	ENTREZ_GENE	Xrcc2	4921524O04Rik|8030409M04Rik|RAD51|RecA	10090	Mus musculus	8.4369e-05	0.003673	7.6614e-06	-	-	YES	BioGRID ORCS
1536	19090	ENTREZ_GENE	Prkdc	AI326420|AU019811|DNA-PKcs|DNAPDcs|DNAPK|DNPK1|DOXNPH|HYRC1|XRCC7|dxnph|p460|scid|slip	10090	Mus musculus	0.00011415	0.004615	9.9731e-06	-	-	YES	BioGRID ORCS
1536	21849	ENTREZ_GENE	Trim28	AA408787|KAP-1|KRIP-1|MommeD9|Tif1b|Tif1beta	10090	Mus musculus	0.00016377	0.006145	1.3377e-05	-	-	YES	BioGRID ORCS
