#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1077	216805	ENTREZ_GENE	Flcn	AU014660|B430214A04Rik|Bhd|FLCL	10090	Mus musculus	3.11e-16	2.59e-07	0.000495	-	-	YES	BioGRID ORCS
1077	64930	ENTREZ_GENE	Tsc1	-	10090	Mus musculus	4.99e-16	2.59e-07	0.000495	-	-	YES	BioGRID ORCS
1077	19247	ENTREZ_GENE	Ptpn11	2700084A17Rik|AW536184|PTP1D|PTP2C|SAP-2|SH-PTP2|SH-PTP3|SHP-2|Shp2|Syp	10090	Mus musculus	2.16e-15	2.59e-07	0.000495	-	-	YES	BioGRID ORCS
1077	66096	ENTREZ_GENE	Lamtor4	0910001L09Rik|AV006840	10090	Mus musculus	3.24e-12	2.59e-07	0.000495	-	-	YES	BioGRID ORCS
1077	83409	ENTREZ_GENE	Lamtor2	2010111E04Rik|AL022628|Mapbpip|P14|Rab25|Robld3	10090	Mus musculus	3.11e-11	2.59e-07	0.000495	-	-	YES	BioGRID ORCS
1077	21415	ENTREZ_GENE	Tcf7l1	Tcf-3|Tcf3|bHLHb21	10090	Mus musculus	5.4e-10	2.59e-07	0.000495	-	-	YES	BioGRID ORCS
1077	11789	ENTREZ_GENE	Apc	AI047805|AU020952|AW124434|CC1|Min|mAPC	10090	Mus musculus	1.19e-09	2.59e-07	0.000495	-	-	YES	BioGRID ORCS
1077	14784	ENTREZ_GENE	Grb2	AA408164|Ash	10090	Mus musculus	1.13e-08	2.59e-07	0.000495	-	-	YES	BioGRID ORCS
1077	12702	ENTREZ_GENE	Socs3	Cis3|Cish3|EF-10|Ef10|SSI-3|Ssi3	10090	Mus musculus	1.84e-08	2.59e-07	0.000495	-	-	YES	BioGRID ORCS
1077	22059	ENTREZ_GENE	Trp53	Tp53|bbl|bfy|bhy|p44|p53	10090	Mus musculus	7.1e-08	2.59e-07	0.000495	-	-	YES	BioGRID ORCS
1077	22084	ENTREZ_GENE	Tsc2	Nafld|Tcs2	10090	Mus musculus	2.29e-07	7.76e-07	0.00135	-	-	YES	BioGRID ORCS
1077	209446	ENTREZ_GENE	Tfe3	F830016E06Rik|Tcfe3|Tfe-3|bHLHe33	10090	Mus musculus	6.48e-07	1.29e-06	0.002063	-	-	YES	BioGRID ORCS
1077	68576	ENTREZ_GENE	Lamtor5	1110003H18Rik|Hbxip|XIP	10090	Mus musculus	6.95e-06	9.57e-06	0.01409	-	-	YES	BioGRID ORCS
