#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1551	70681	ENTREZ_GENE	Abraxas1	3830405G04Rik|5630400M01Rik|AI506069|AL024423|AV118690|Ccdc98|Fam175a	10090	Mus musculus	4.9629e-06	0.000312	3.293e-08	-	-	YES	BioGRID ORCS
1551	237211	ENTREZ_GENE	Fancb	BC022692	10090	Mus musculus	4.9629e-06	0.000312	4.0217e-08	-	-	YES	BioGRID ORCS
1551	104806	ENTREZ_GENE	Fancm	AI427100|C730036B14Rik|D12Ertd364e	10090	Mus musculus	4.9629e-06	0.000312	1.5595e-07	-	-	YES	BioGRID ORCS
1551	319583	ENTREZ_GENE	Lig4	5830471N16Rik|tiny	10090	Mus musculus	4.9629e-06	0.000312	2.8312e-07	-	-	YES	BioGRID ORCS
1551	75570	ENTREZ_GENE	Nhej1	1700029B21Rik|XLF|cernunnos	10090	Mus musculus	4.9629e-06	0.000312	4.4447e-07	-	-	YES	BioGRID ORCS
1551	76251	ENTREZ_GENE	Ercc6l2	0610007P08Rik|1700019D06Rik|9330134C04Rik|Rad26l|Sr278	10090	Mus musculus	4.9629e-06	0.000312	5.5045e-07	-	-	YES	BioGRID ORCS
1551	67196	ENTREZ_GENE	Ube2t	2700084L22Rik|C80607	10090	Mus musculus	4.9629e-06	0.000312	8.4679e-07	-	-	YES	BioGRID ORCS
1551	68251	ENTREZ_GENE	Babam1	5430437P03Rik|Merit40	10090	Mus musculus	4.9629e-06	0.000312	9.5559e-07	-	-	YES	BioGRID ORCS
1551	67030	ENTREZ_GENE	Fancl	2010322C19Rik|AW554273|B230118H11Rik|Phf9|Pog|gcd	10090	Mus musculus	4.9629e-06	0.000312	1.7255e-06	-	-	YES	BioGRID ORCS
1551	71567	ENTREZ_GENE	Mcm9	9030408O17Rik|Gm235|Mcmdc1	10090	Mus musculus	1.4889e-05	0.000843	1.9896e-06	-	-	YES	BioGRID ORCS
1551	60534	ENTREZ_GENE	Fancg	AU041407|Xrcc9	10090	Mus musculus	2.4814e-05	0.00108	2.2102e-06	-	-	YES	BioGRID ORCS
1551	71885	ENTREZ_GENE	Faap100	2310003H01Rik	10090	Mus musculus	2.4814e-05	0.00108	2.2997e-06	-	-	YES	BioGRID ORCS
1551	19365	ENTREZ_GENE	Rad52	Rad52yh	10090	Mus musculus	2.4814e-05	0.00108	2.7264e-06	-	-	YES	BioGRID ORCS
