#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1489	235626	ENTREZ_GENE	Setd2	4921524K10Rik|BC031601|KMT3A	10090	Mus musculus	2.5e-05	2.35e-05	0.470297	-	-	YES	BioGRID ORCS
1489	57441	ENTREZ_GENE	Gmnn	AW546347|Gem	10090	Mus musculus	7.51e-05	7.46e-05	0.74505	-	-	YES	BioGRID ORCS
1489	12764	ENTREZ_GENE	Cmas	AW208911|CMPNeu5Ac|D6Bwg0250e	10090	Mus musculus	0.00012518	0.00012617	0.839934	-	-	YES	BioGRID ORCS
1489	234594	ENTREZ_GENE	Cnot1	6030411K04Rik|AA815922|D830048B13	10090	Mus musculus	0.00017525	0.00017921	0.894802	-	-	YES	BioGRID ORCS
1489	13205	ENTREZ_GENE	Ddx3x	D1Pas1-rs2|Ddx3|Fin14	10090	Mus musculus	0.00022532	0.00022928	0.915842	-	-	YES	BioGRID ORCS
1489	74246	ENTREZ_GENE	Gale	2310002A12Rik|AI323962	10090	Mus musculus	0.00027539	0.00027762	0.924092	-	-	YES	BioGRID ORCS
1489	330817	ENTREZ_GENE	Dhps	Dhs	10090	Mus musculus	0.00032546	0.00033636	0.943688	-	-	YES	BioGRID ORCS
1489	16898	ENTREZ_GENE	Rps2	Llrep3|S4	10090	Mus musculus	0.00037553	0.000378	0.943688	-	-	YES	BioGRID ORCS
1489	24060	ENTREZ_GENE	Slc35a1	AA408150|AI314851	10090	Mus musculus	0.0004256	0.00043353	0.962046	-	-	YES	BioGRID ORCS
1489	17535	ENTREZ_GENE	Mre11a	Mre11|Mre11b	10090	Mus musculus	0.00047567	0.0004831	0.963546	-	-	YES	BioGRID ORCS
1489	258491	ENTREZ_GENE	Olfr490	MOR204-17	10090	Mus musculus	0.00052574	0.00053069	0.963546	-	-	YES	BioGRID ORCS
1489	22232	ENTREZ_GENE	Slc35a2	AI327289|Had-1|Had1|Sfc8|UGT|Ugalt	10090	Mus musculus	0.00057581	0.00058225	0.964404	-	-	YES	BioGRID ORCS
1489	13481	ENTREZ_GENE	Dpm2	AW557993|R75484	10090	Mus musculus	0.00062588	0.00063282	0.964404	-	-	YES	BioGRID ORCS
1489	53325	ENTREZ_GENE	Banp	AA408158|SMAR1	10090	Mus musculus	0.00067595	0.00068437	0.964404	-	-	YES	BioGRID ORCS
1489	70989	ENTREZ_GENE	Jhy	4931429I11Rik|BB239335	10090	Mus musculus	0.00072602	0.0007275	0.964404	-	-	YES	BioGRID ORCS
1489	26371	ENTREZ_GENE	Ciao1	AW210570|Wdr39	10090	Mus musculus	0.00077609	0.00078055	0.964404	-	-	YES	BioGRID ORCS
1489	97908	ENTREZ_GENE	Hist1h3g	H3.1-221|M32460	10090	Mus musculus	0.00082616	0.00082467	0.964404	-	-	YES	BioGRID ORCS
1489	18195	ENTREZ_GENE	Nsf	AI316878|AU020090|AU067812|SKD2	10090	Mus musculus	0.00087623	0.00087623	0.964404	-	-	YES	BioGRID ORCS
1489	434171	ENTREZ_GENE	Gm5591	EG434171	10090	Mus musculus	0.0009263	0.00092927	0.964404	-	-	YES	BioGRID ORCS
1489	71777	ENTREZ_GENE	Ing3	1300013A07Rik|P47ING3	10090	Mus musculus	0.00097637	0.00096943	0.964404	-	-	YES	BioGRID ORCS
1489	68059	ENTREZ_GENE	Tm9sf2	1500001N15Rik|AA536814|D14Ertd64e|P76	10090	Mus musculus	0.0010264	0.001014	0.964404	-	-	YES	BioGRID ORCS
1489	14595	ENTREZ_GENE	B4galt1	B-1,4-GalT|B-1,4-GalT1|GalT|Ggtb|Ggtb2|b4Gal-T1|beta-1,4-GalT|beta-1,4-GalT1|beta4Gal-T1	10090	Mus musculus	0.0010765	0.0010656	0.967372	-	-	YES	BioGRID ORCS
1489	23825	ENTREZ_GENE	Banf1	Baf|Bcrp1|L2bp1/Baf	10090	Mus musculus	0.0011266	0.0011152	0.967723	-	-	YES	BioGRID ORCS
1489	99152	ENTREZ_GENE	Anapc2	9230107K09Rik|AL024279|Apc2|Emi4|Imi4|mKIAA1406	10090	Mus musculus	0.0012267	0.0012113	0.967723	-	-	YES	BioGRID ORCS
