#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1544	18538	ENTREZ_GENE	Pcna	-	10090	Mus musculus	4.9629e-06	0.002809	4.3257e-07	-	-	YES	BioGRID ORCS
1544	18971	ENTREZ_GENE	Pold1	125kDa	10090	Mus musculus	2.4814e-05	0.007022	2.8755e-06	-	-	YES	BioGRID ORCS
1544	19090	ENTREZ_GENE	Prkdc	AI326420|AU019811|DNA-PKcs|DNAPDcs|DNAPK|DNPK1|DOXNPH|HYRC1|XRCC7|dxnph|p460|scid|slip	10090	Mus musculus	6.4517e-05	0.012172	5.2893e-06	-	-	YES	BioGRID ORCS
1544	14088	ENTREZ_GENE	Fancc	Facc	10090	Mus musculus	0.00014392	0.015918	1.1793e-05	-	-	YES	BioGRID ORCS
1544	319583	ENTREZ_GENE	Lig4	5830471N16Rik|tiny	10090	Mus musculus	0.00014392	0.015918	1.2496e-05	-	-	YES	BioGRID ORCS
1544	15289	ENTREZ_GENE	Hmgb1	HMG-1|Hmg1|SBP-1|p30	10090	Mus musculus	0.0002134	0.015918	1.6132e-05	-	-	YES	BioGRID ORCS
1544	100040608	ENTREZ_GENE	Fancf	A730016A17	10090	Mus musculus	0.0002134	0.015918	1.6252e-05	-	-	YES	BioGRID ORCS
1544	66105	ENTREZ_GENE	Ube2d3	1100001F19Rik|9430029A22Rik|AA414951	10090	Mus musculus	0.00025311	0.015918	1.9028e-05	-	-	YES	BioGRID ORCS
1544	60534	ENTREZ_GENE	Fancg	AU041407|Xrcc9	10090	Mus musculus	0.00025311	0.015918	1.9277e-05	-	-	YES	BioGRID ORCS
1544	68240	ENTREZ_GENE	Rpa3	14kDa|C330026P08Rik	10090	Mus musculus	0.00030274	0.017135	3.1439e-05	-	-	YES	BioGRID ORCS
1544	245000	ENTREZ_GENE	Atr	-	10090	Mus musculus	0.00039207	0.019061	4.1667e-05	-	-	YES	BioGRID ORCS
1544	72749	ENTREZ_GENE	Tonsl	2810439M11Rik|Nfkbil2	10090	Mus musculus	0.00041192	0.019061	4.4359e-05	-	-	YES	BioGRID ORCS
1544	22042	ENTREZ_GENE	Tfrc	2610028K12Rik|CD71|E430033M20Rik|Mtvr1|TFR|TFR1|TR|Trfr|p90	10090	Mus musculus	0.0004417	0.019061	5.1981e-05	-	-	YES	BioGRID ORCS
1544	22596	ENTREZ_GENE	Xrcc5	AI314015|Ku80|Ku86	10090	Mus musculus	0.00047147	0.019061	5.7871e-05	-	-	YES	BioGRID ORCS
1544	77782	ENTREZ_GENE	Polq	A430110D14Rik	10090	Mus musculus	0.00055088	0.020131	6.7845e-05	-	-	YES	BioGRID ORCS
1544	18974	ENTREZ_GENE	Pole2	-	10090	Mus musculus	0.00059058	0.020131	6.9739e-05	-	-	YES	BioGRID ORCS
1544	66408	ENTREZ_GENE	Aptx	2410016G21Rik|AA388047|FHA-HIT	10090	Mus musculus	0.00064021	0.020131	7.8375e-05	-	-	YES	BioGRID ORCS
1544	24061	ENTREZ_GENE	Smc1a	5830426I24Rik|SMC-1A|Sb1.8|Smc1|Smc1alpha|Smc1l1|Smcb|mKIAA0178	10090	Mus musculus	0.00064021	0.020131	7.9128e-05	-	-	YES	BioGRID ORCS
1544	240087	ENTREZ_GENE	Mdc1	6820401C03|AA413496|Nfbd1|mKIAA0170	10090	Mus musculus	0.00071962	0.021323	9.1821e-05	-	-	YES	BioGRID ORCS
1544	104806	ENTREZ_GENE	Fancm	AI427100|C730036B14Rik|D12Ertd364e	10090	Mus musculus	0.00076925	0.021323	9.881e-05	-	-	YES	BioGRID ORCS
1544	67236	ENTREZ_GENE	Cinp	1810047K05Rik|2810452K22Rik	10090	Mus musculus	0.00081887	0.021323	0.00011023	-	-	YES	BioGRID ORCS
1544	22594	ENTREZ_GENE	Xrcc1	Xrcc-1	10090	Mus musculus	0.0008288	0.021323	0.00011345	-	-	YES	BioGRID ORCS
1544	235559	ENTREZ_GENE	Topbp1	1110031N14Rik|2810429C13Rik|AI256758|D430026L04Rik|mKIAA0259	10090	Mus musculus	0.00088836	0.021861	0.00012166	-	-	YES	BioGRID ORCS
1544	12190	ENTREZ_GENE	Brca2	Fancd1|RAB163	10090	Mus musculus	0.0011663	0.026037	0.00015544	-	-	YES	BioGRID ORCS
1544	13006	ENTREZ_GENE	Smc3	Bamacan|Cspg6|HCAP|Mmip1|SMC-3|SmcD	10090	Mus musculus	0.0011961	0.026037	0.00015888	-	-	YES	BioGRID ORCS
1544	102423	ENTREZ_GENE	Hinfp	AA589481|HiNF-P|Mizf	10090	Mus musculus	0.0011961	0.026037	0.00016139	-	-	YES	BioGRID ORCS
1544	56196	ENTREZ_GENE	Tdp2	D13Ertd656e|Ttrap	10090	Mus musculus	0.0012755	0.026585	0.00017694	-	-	YES	BioGRID ORCS
1544	226026	ENTREZ_GENE	Smc5	MLZ-453|SMC-5|Smc5l1|mKIAA0594|mSMC5	10090	Mus musculus	0.0013152	0.026585	0.00018441	-	-	YES	BioGRID ORCS
1544	20833	ENTREZ_GENE	Ssrp1	C81323|Hmg1-rs1|Hmgi-rs3|Hmgox|T160	10090	Mus musculus	0.001464	0.028371	0.00020451	-	-	YES	BioGRID ORCS
1544	225182	ENTREZ_GENE	Rbbp8	9930104E21Rik|CtIP|RBBP-8|RIM|SAE2	10090	Mus musculus	0.0015038	0.028371	0.0002106	-	-	YES	BioGRID ORCS
1544	69716	ENTREZ_GENE	Trip13	2410002G23Rik|D13Ertd328e	10090	Mus musculus	0.0018909	0.034523	0.0002641	-	-	YES	BioGRID ORCS
1544	58230	ENTREZ_GENE	Rnf8	3830404E21Rik|AIP37|laXp180	10090	Mus musculus	0.0019901	0.0352	0.00028315	-	-	YES	BioGRID ORCS
1544	11792	ENTREZ_GENE	Apex1	APE|Apex|HAP1|Ref-1	10090	Mus musculus	0.0022383	0.038252	0.00031763	-	-	YES	BioGRID ORCS
1544	19367	ENTREZ_GENE	Rad9a	Rad9	10090	Mus musculus	0.0022978	0.038252	0.00032678	-	-	YES	BioGRID ORCS
1544	68275	ENTREZ_GENE	Rpa1	5031405K23Rik|70kDa|AA589576|AW557552|RF-A|RP-A|Rpa	10090	Mus musculus	0.0024864	0.040209	0.00035125	-	-	YES	BioGRID ORCS
1544	66209	ENTREZ_GENE	Inip	1110054O05Rik|2610312O17Rik|AA399876|Ssbip1	10090	Mus musculus	0.002675	0.042057	0.00037278	-	-	YES	BioGRID ORCS
1544	110749	ENTREZ_GENE	Chaf1b	2600017H24Rik|C76145|CAF-I p60|CAF-Ip60|CAF1|CAF1A|CAF1P60|MPHOSPH7	10090	Mus musculus	0.002804	0.042894	0.00038222	-	-	YES	BioGRID ORCS
1544	269400	ENTREZ_GENE	Rtel1	AI451565|AW540478|Rtel	10090	Mus musculus	0.0029728	0.044279	0.00040224	-	-	YES	BioGRID ORCS
