OFFICIAL_SYMBOL	IDENTIFIER_ID	Gene_Type
D12Mgi44	105052	
AW743365	105053	
AW743876	105054	
AW822243	105055	
BB042571	105057	PROTEIN_CODING
BB044704	105058	
BB125219	105063	
AA407175	105070	PROTEIN_CODING
AA511260	105093	
AA516957	105094	
AA517650	105095	PROTEIN_CODING
AA517651	105096	
AA571384	105097	
AA986891	105108	
AI043046	105111	
AI197445	105120	ncRNA
AI225925	105122	
AI256346	105123	
AI429388	105163	
Tmem265	105180375	PROTEIN_CODING
D030009A17Rik	105180380	PROTEIN_CODING
D430042D18Rik	105180381	PROTEIN_CODING
BC024929	105180382	PROTEIN_CODING
A230095H09Rik	105180383	PROTEIN_CODING
F830230K02Rik	105180384	PROTEIN_CODING
F830047L01Rik	105180385	PROTEIN_CODING
E130116C07Rik	105180386	PROTEIN_CODING
B230210A14Rik	105180387	PROTEIN_CODING
A130047H01Rik	105180388	PROTEIN_CODING
B930083L10Rik	105180389	PROTEIN_CODING
AI462951	105183	
D130076G13Rik	105185	PROTEIN_CODING
AI481207	105188	
AI663969	105211	
LOC105242387	105242387	ncRNA
Gm38672	105242388	ncRNA
Gm38673	105242389	ncRNA
Gm38674	105242390	ncRNA
Gm38676	105242392	ncRNA
Gm38677	105242393	ncRNA
Gm38678	105242394	ncRNA
Gm38679	105242395	ncRNA
Gm38680	105242396	ncRNA
Gm38681	105242397	ncRNA
Gm21083	105242399	PROTEIN_CODING
Gm38682	105242400	ncRNA
Gm21115	105242401	PROTEIN_CODING
Gm6113	105242403	PSEUDO
LOC105242404	105242404	PROTEIN_CODING
2810047C21Rik1	105242405	ncRNA
Gm45918	105242408	ncRNA
Gm43131	105242409	ncRNA
Gm38685	105242411	PROTEIN_CODING
Gm38686	105242412	ncRNA
Gm38687	105242414	ncRNA
Gm38688	105242415	ncRNA
Gm38690	105242418	PROTEIN_CODING
Gm45919	105242421	ncRNA
Gm38693	105242422	ncRNA
Gm38696	105242426	PSEUDO
Gm38697	105242427	PSEUDO
Gm21847	105242428	ncRNA
LOC105242429	105242429	ncRNA
Gm38699	105242430	PROTEIN_CODING
Gm38700	105242431	ncRNA
Gm38701	105242432	PROTEIN_CODING
Gm38702	105242433	PROTEIN_CODING
Gm38703	105242434	PROTEIN_CODING
Gm38704	105242435	PROTEIN_CODING
Gm38705	105242436	ncRNA
Gm8180	105242437	ncRNA
Gm3015	105242438	ncRNA
Gm38706	105242439	PSEUDO
Gm38707	105242440	ncRNA
Gm29709	105242442	ncRNA
Spehd	105242443	ncRNA
Gm38709	105242444	ncRNA
Gm38710	105242445	PROTEIN_CODING
Gm20474	105242446	PROTEIN_CODING
Gm38712	105242447	ncRNA
Gm38713	105242448	PROTEIN_CODING
Gm3618	105242449	PROTEIN_CODING
Gm38716	105242455	PSEUDO
Gm38718	105242506	ncRNA
Gm38719	105242517	ncRNA
Gm38720	105242528	ncRNA
Gm38721	105242531	ncRNA
Gm38722	105242534	ncRNA
Gm20485	105242535	ncRNA
Gm38723	105242537	ncRNA
Gm38724	105242538	ncRNA
Gm38725	105242540	ncRNA
Gm38726	105242542	ncRNA
Gm15672	105242543	ncRNA
Gm38727	105242544	ncRNA
Gm16120	105242545	ncRNA
Gm38728	105242546	ncRNA
Gm38729	105242547	ncRNA
Gm38730	105242548	ncRNA
Gm16036	105242549	ncRNA
Gm38731	105242550	ncRNA
Gm38732	105242552	ncRNA
Gm38733	105242554	ncRNA
Gm38734	105242555	ncRNA
Gm38735	105242556	ncRNA
Gm20635	105242557	ncRNA
Gm38736	105242558	ncRNA
Gm38737	105242559	ncRNA
Gm38738	105242560	ncRNA
Gm38739	105242562	ncRNA
Gm38740	105242563	ncRNA
Gm38741	105242564	PROTEIN_CODING
Gm38742	105242566	PROTEIN_CODING
Gm38743	105242567	PROTEIN_CODING
Gm38744	105242570	ncRNA
Gm38745	105242571	ncRNA
Gm38746	105242572	ncRNA
Gm38747	105242573	ncRNA
Gm38748	105242574	ncRNA
Gm38749	105242575	ncRNA
Gm38750	105242576	ncRNA
Gm38751	105242577	ncRNA
Gm38752	105242578	ncRNA
Gm42788	105242579	ncRNA
Gm38753	105242580	ncRNA
BC028471	105242581	ncRNA
Gm38754	105242582	ncRNA
Gm38755	105242583	ncRNA
Gm38756	105242585	ncRNA
Gm38757	105242586	ncRNA
Gm38759	105242589	ncRNA
Gm38760	105242590	ncRNA
Gm38761	105242591	ncRNA
Gm38762	105242592	ncRNA
Gm20618	105242593	ncRNA
Gm38763	105242594	ncRNA
Gm34871	105242595	ncRNA
Gm38764	105242596	ncRNA
Gm38765	105242597	ncRNA
Gm38766	105242598	ncRNA
Gm38767	105242599	ncRNA
Gm38768	105242600	ncRNA
Gm38769	105242601	ncRNA
Gm38770	105242602	ncRNA
Gm38771	105242603	ncRNA
Gm38772	105242604	ncRNA
Gm38773	105242605	ncRNA
Gm38774	105242606	ncRNA
Gm38775	105242607	ncRNA
Gm38776	105242608	ncRNA
Gm38777	105242609	ncRNA
Gm38778	105242610	ncRNA
Gm38779	105242611	ncRNA
Gm26627	105242612	ncRNA
Gm38780	105242613	ncRNA
Gm13781	105242615	ncRNA
Gm38781	105242616	ncRNA
Gm38782	105242618	ncRNA
Gm38783	105242619	ncRNA
Gm38784	105242620	ncRNA
Gm6117	105242621	ncRNA
Gm13846	105242622	ncRNA
Gm13850	105242623	ncRNA
Gm38785	105242624	ncRNA
Gm38786	105242625	ncRNA
Gm13855	105242626	ncRNA
Gm14546	105242627	ncRNA
Gm38787	105242628	ncRNA
Gm38788	105242629	ncRNA
Gm38789	105242630	ncRNA
Gm38790	105242631	ncRNA
Gm38791	105242632	ncRNA
Gm38792	105242633	ncRNA
Gm38793	105242634	ncRNA
Gm38794	105242635	ncRNA
Gm38795	105242636	ncRNA
Gm38796	105242637	ncRNA
Gm38797	105242638	ncRNA
Gm38798	105242639	ncRNA
Gm38799	105242640	ncRNA
Gm38800	105242642	ncRNA
Gm38801	105242643	ncRNA
Gm38802	105242646	ncRNA
Gm38803	105242647	ncRNA
Gm38804	105242648	ncRNA
Gm38805	105242649	ncRNA
Gm38806	105242651	ncRNA
Gm38807	105242652	ncRNA
Gm38808	105242653	ncRNA
Gm38809	105242654	ncRNA
Gm38810	105242655	ncRNA
Gm38811	105242656	ncRNA
Hoxaas2	105242657	ncRNA
Gm38812	105242659	ncRNA
Gm38813	105242660	ncRNA
Gm38814	105242661	ncRNA
Gm38815	105242662	ncRNA
Gm38816	105242663	ncRNA
Gm38817	105242664	ncRNA
Gm38818	105242665	ncRNA
Gm38819	105242666	ncRNA
Gm38820	105242667	ncRNA
Gm38821	105242668	PROTEIN_CODING
Gm38822	105242670	ncRNA
Gm38823	105242671	ncRNA
Gm38824	105242673	ncRNA
Gm38825	105242674	ncRNA
Gm38826	105242675	ncRNA
Gm38827	105242676	ncRNA
Gm38828	105242677	ncRNA
Gm38829	105242678	ncRNA
Gm38830	105242679	ncRNA
Gm38831	105242681	ncRNA
Gm38832	105242682	ncRNA
Gm38833	105242683	ncRNA
Gm38834	105242685	ncRNA
Gm38835	105242686	ncRNA
Gm38836	105242687	ncRNA
Gm38837	105242688	ncRNA
Gm38838	105242690	ncRNA
Gm38839	105242691	ncRNA
Gm38840	105242692	PSEUDO
Gm38841	105242693	ncRNA
Gm38842	105242694	ncRNA
Gm38843	105242696	ncRNA
Gm38844	105242698	ncRNA
Gm38845	105242699	ncRNA
Gm38846	105242700	ncRNA
Gm38847	105242703	ncRNA
Gm38848	105242704	ncRNA
Gm38849	105242705	ncRNA
Gm38850	105242706	ncRNA
Gm38851	105242708	ncRNA
Gm38852	105242709	ncRNA
Gm38853	105242710	ncRNA
Gm38854	105242711	ncRNA
Gm38855	105242712	ncRNA
Gm38856	105242713	ncRNA
Gm38857	105242714	PROTEIN_CODING
Gm38858	105242715	ncRNA
Gm38859	105242716	ncRNA
Gm38860	105242717	ncRNA
Gm38861	105242719	ncRNA
Gm38862	105242720	ncRNA
Gm38863	105242721	ncRNA
Gm38864	105242722	ncRNA
Gm38865	105242725	ncRNA
Gm38866	105242726	ncRNA
Gm38867	105242727	ncRNA
Gm38868	105242728	ncRNA
Gm38869	105242729	ncRNA
Gm38870	105242731	ncRNA
Gm38871	105242732	ncRNA
Gm38872	105242735	ncRNA
Gm38873	105242737	ncRNA
Gm26799	105242738	ncRNA
Gm38874	105242740	ncRNA
Gm38875	105242741	ncRNA
Gm38876	105242742	ncRNA
Gm38877	105242743	ncRNA
Gm38878	105242744	ncRNA
Gm38879	105242745	ncRNA
Gm38880	105242748	ncRNA
Gm38881	105242749	ncRNA
Gm38882	105242750	ncRNA
Gm38883	105242751	ncRNA
Gm38884	105242752	ncRNA
Gm38885	105242753	ncRNA
Gm38886	105242754	ncRNA
Gm38887	105242756	ncRNA
Gm38888	105242758	ncRNA
Gm38889	105242759	ncRNA
Gm38890	105242760	ncRNA
Gm38891	105242761	ncRNA
Gm38892	105242762	ncRNA
Gm38893	105242763	ncRNA
Gm38894	105242765	ncRNA
Gm38895	105242766	ncRNA
Gm38896	105242768	ncRNA
Gm53066	105242769	ncRNA
Gm38897	105242770	ncRNA
Gm38898	105242771	ncRNA
Gm38899	105242773	ncRNA
Gm38900	105242774	ncRNA
Gm38901	105242776	ncRNA
Gm38902	105242778	ncRNA
Gm38903	105242780	ncRNA
Gm38904	105242781	ncRNA
Gm38905	105242784	ncRNA
Gm38906	105242785	ncRNA
9130204K15Rik	105242790	ncRNA
Adap2os	105242792	ncRNA
Gm38907	105242793	ncRNA
Gm38908	105242794	ncRNA
Gm38909	105242795	ncRNA
Gm38910	105242797	ncRNA
1700055D16Rik	105242798	ncRNA
Gm38911	105242799	ncRNA
Gm14329	105242800	ncRNA
Gm38912	105242801	ncRNA
Gm4714	105242802	PSEUDO
Gm38913	105242803	ncRNA
Gm38914	105242804	ncRNA
Gm38915	105242805	ncRNA
Gm38916	105242806	ncRNA
Gm38917	105242808	ncRNA
Gm38918	105242809	ncRNA
Gm38919	105242810	ncRNA
Gm38920	105242811	ncRNA
Gm38921	105242812	ncRNA
Gm38922	105242813	ncRNA
Gm38923	105242814	ncRNA
Gm38924	105242815	ncRNA
Gm38925	105242816	ncRNA
Gm15543	105242817	ncRNA
Gm38926	105242818	ncRNA
Gm38927	105242821	ncRNA
Sspnos	105242822	ncRNA
Gm38928	105242823	ncRNA
Gm38929	105242825	ncRNA
2610017A05Rik	105242826	ncRNA
Gm38930	105242828	ncRNA
Gm38931	105242829	ncRNA
Gm38932	105242830	ncRNA
Gm38933	105242831	ncRNA
Gm38934	105242833	ncRNA
Gm38935	105242836	ncRNA
Gm38936	105242837	ncRNA
Gm38937	105242838	ncRNA
Gm45920	105242840	ncRNA
Gm38938	105242841	ncRNA
Gm38939	105242842	ncRNA
Gm38940	105242843	ncRNA
Gm38941	105242844	PSEUDO
Gm38942	105242845	ncRNA
Gm38943	105242846	ncRNA
Gm38944	105242847	ncRNA
Gm38945	105242848	ncRNA
Gm38946	105242850	ncRNA
Gm38947	105242851	ncRNA
Gm38948	105242854	ncRNA
Gm38949	105242855	ncRNA
Gm38950	105242856	ncRNA
Gm38951	105242858	ncRNA
Gm38952	105242860	ncRNA
Gm38953	105242861	ncRNA
Gm26802	105242862	ncRNA
Gm38954	105242863	ncRNA
Gm38955	105242864	ncRNA
Gm38956	105242865	ncRNA
Gm38957	105242868	ncRNA
Gm38958	105242869	ncRNA
Gm38959	105242870	ncRNA
Gm38960	105242871	ncRNA
Gm38961	105242873	ncRNA
Gm38962	105242874	ncRNA
Gm38963	105242875	ncRNA
Gm38964	105242876	ncRNA
Gm38965	105242877	ncRNA
Gm38966	105242878	ncRNA
Gm38967	105242879	ncRNA
Gm38968	105242880	ncRNA
Gm38969	105242881	ncRNA
Gm38970	105242884	ncRNA
Gm38971	105242885	ncRNA
Gm38972	105242886	ncRNA
Gm15541	105242887	ncRNA
Gm38973	105242888	ncRNA
Gm38974	105242889	ncRNA
Gm38975	105242890	ncRNA
Gm31024	105242891	ncRNA
Gm38976	105242892	ncRNA
Gm38977	105242893	ncRNA
Gm38978	105242894	ncRNA
Gm38979	105242895	ncRNA
Gm38980	105242896	ncRNA
Gm38981	105242897	ncRNA
Gm38982	105242898	ncRNA
Gm38983	105242900	ncRNA
Gm38984	105242901	ncRNA
Gm38985	105242904	ncRNA
Gm38986	105242905	ncRNA
Gm12763	105242906	ncRNA
Gm12760	105242907	PSEUDO
Gm38987	105242908	ncRNA
Gm38988	105242909	ncRNA
Gm38989	105242910	ncRNA
Gm38990	105242911	ncRNA
Gm38991	105242912	ncRNA
Gm38992	105242913	ncRNA
Gm38993	105242914	ncRNA
Gm38994	105242917	ncRNA
Gm38995	105242918	ncRNA
Gm30483	105242920	ncRNA
Gm38996	105242922	ncRNA
Gm38997	105242923	ncRNA
Gm38998	105242926	ncRNA
Gm38999	105242927	PROTEIN_CODING
Gm39000	105242928	ncRNA
Gm39001	105242929	ncRNA
Gm39002	105242930	PROTEIN_CODING
Gm39003	105242931	PROTEIN_CODING
Gm39004	105242932	ncRNA
Gm39005	105242933	ncRNA
Gm39006	105242934	ncRNA
Gm39007	105242935	ncRNA
Gm39008	105242936	ncRNA
Gm39009	105242937	ncRNA
Gm39010	105242938	ncRNA
Gm39011	105242939	ncRNA
Gm39012	105242940	ncRNA
Gm39013	105242941	ncRNA
Gm39014	105242943	ncRNA
Gm39015	105242944	ncRNA
Gm39016	105242945	ncRNA
Gm39017	105242946	ncRNA
Gm39018	105242947	ncRNA
Gm39019	105242948	ncRNA
Gm39020	105242949	ncRNA
Gm7394	105242952	PSEUDO
Gm39021	105242956	ncRNA
Gm39022	105242958	ncRNA
Gm39023	105242959	ncRNA
Gm39024	105242960	ncRNA
Gm39025	105242962	ncRNA
Gm39026	105242963	ncRNA
Gm39027	105242964	ncRNA
Gm39028	105242965	ncRNA
Gm16158	105242966	ncRNA
Gm39029	105242967	ncRNA
Gm39030	105242968	ncRNA
Gm39031	105242969	ncRNA
Gm39032	105242970	ncRNA
Gm39033	105242971	ncRNA
Gm39034	105242972	ncRNA
Gm39035	105242973	ncRNA
Gm39036	105242975	ncRNA
Gm39037	105242976	ncRNA
Gm39038	105242978	ncRNA
Gm39039	105242979	ncRNA
Gm39040	105242980	ncRNA
Gm39041	105242981	ncRNA
Gm39042	105242982	ncRNA
Gm39043	105242985	ncRNA
Gm39044	105242986	ncRNA
Gm39045	105242987	ncRNA
Gm39046	105242990	ncRNA
Gm39047	105242991	ncRNA
Gm39048	105242994	ncRNA
Gm39049	105242997	ncRNA
Gm39050	105243000	ncRNA
Gm39051	105243001	ncRNA
Gm39052	105243002	ncRNA
Gm39053	105243003	ncRNA
Gm19656	105243004	ncRNA
Gm39054	105243005	ncRNA
Gm39055	105243006	ncRNA
Gm39056	105243007	ncRNA
Gm39057	105243008	ncRNA
Gm39058	105243010	ncRNA
Gm39059	105243011	ncRNA
Gm39060	105243012	ncRNA
Gm39061	105243016	ncRNA
Gm39062	105243018	ncRNA
Gm39063	105243022	ncRNA
Gm39064	105243023	ncRNA
Gm39065	105243024	ncRNA
Gm39066	105243025	ncRNA
Gm39067	105243026	ncRNA
Gm39068	105243027	ncRNA
Gm39069	105243028	ncRNA
Gm39070	105243029	ncRNA
Gm39071	105243030	ncRNA
Gm39072	105243031	ncRNA
Gm39073	105243036	ncRNA
Gm39074	105243037	ncRNA
Gm39075	105243038	ncRNA
Gm39076	105243040	ncRNA
Gm39077	105243041	ncRNA
Gm39078	105243042	ncRNA
Gm39079	105243043	ncRNA
Gm39080	105243044	ncRNA
Gm15774	105243045	ncRNA
Gm39081	105243046	ncRNA
Gm39082	105243048	ncRNA
Gm39083	105243049	ncRNA
Gm39084	105243050	ncRNA
Gm39085	105243052	ncRNA
4930456A14Rik	105243053	ncRNA
Gm39086	105243054	ncRNA
Gm39087	105243055	ncRNA
Gm39088	105243056	ncRNA
Gm39089	105243057	ncRNA
Gm39090	105243058	ncRNA
Gm39091	105243059	ncRNA
Gm39092	105243060	ncRNA
Gm39093	105243062	ncRNA
Gm39094	105243063	ncRNA
Gm39095	105243064	ncRNA
Gm39096	105243065	ncRNA
Gm39097	105243066	ncRNA
Gm39098	105243067	ncRNA
Gm39099	105243068	ncRNA
Gm39100	105243070	ncRNA
Gm39101	105243071	ncRNA
Gm39102	105243072	ncRNA
Gm39103	105243074	ncRNA
Gm39104	105243075	ncRNA
Gm39105	105243076	ncRNA
Gm39106	105243077	ncRNA
Gm39107	105243078	ncRNA
Gm39108	105243080	ncRNA
Gm39109	105243081	ncRNA
Gm39110	105243082	ncRNA
Gm39111	105243084	ncRNA
Gm39112	105243086	ncRNA
Gm39113	105243087	ncRNA
Gm39114	105243088	ncRNA
Krtap5-23	105243089	PROTEIN_CODING
Krtap5-21	105243090	PROTEIN_CODING
Gm39116	105243092	ncRNA
Gm39117	105243094	ncRNA
Gm15579	105243095	ncRNA
Gm39118	105243096	ncRNA
Gm39119	105243098	ncRNA
Gm39120	105243100	PROTEIN_CODING
Gm2431	105243101	PSEUDO
Gm39121	105243109	ncRNA
Gm39122	105243110	ncRNA
Gm39123	105243112	ncRNA
Gm39124	105243113	ncRNA
Gm39125	105243114	ncRNA
Gm39126	105243115	ncRNA
Gm39127	105243116	ncRNA
Gm39128	105243117	ncRNA
Gm39129	105243118	ncRNA
Gm39130	105243119	ncRNA
Gm39131	105243120	ncRNA
Gm39132	105243121	ncRNA
Gm39133	105243123	ncRNA
Gm15351	105243124	ncRNA
Gm15353	105243125	ncRNA
Gm39134	105243128	ncRNA
Gm39135	105243130	ncRNA
Gm39136	105243132	ncRNA
Gm39137	105243134	ncRNA
Gm39138	105243135	ncRNA
Gm39139	105243136	ncRNA
Gm39140	105243137	ncRNA
Gm15346	105243138	ncRNA
Gm39141	105243140	ncRNA
Gm39142	105243141	ncRNA
Gm39143	105243143	ncRNA
Gm39144	105243144	ncRNA
Gm39145	105243145	ncRNA
Gm39146	105243146	ncRNA
Gm39147	105243147	PROTEIN_CODING
Gm39148	105243149	ncRNA
Gm39149	105243150	ncRNA
Gm39150	105243151	ncRNA
Gm39151	105243152	ncRNA
Gm39152	105243153	ncRNA
Gm39153	105243154	ncRNA
Gm26795	105243155	ncRNA
Gm39154	105243156	ncRNA
Gm39155	105243158	ncRNA
Gm39156	105243160	ncRNA
Gm39157	105243162	ncRNA
Gm39158	105243163	ncRNA
Gm39159	105243165	ncRNA
Gm39160	105243166	ncRNA
Gm9939	105243167	ncRNA
Gm39161	105243169	ncRNA
Gm39162	105243170	ncRNA
Gm39163	105243171	ncRNA
Gm39164	105243172	ncRNA
Gm39165	105243173	ncRNA
Gm39166	105243174	ncRNA
Gm39167	105243175	ncRNA
Gm39168	105243177	ncRNA
Gm39169	105243178	ncRNA
Gm39170	105243179	ncRNA
Gm39171	105243181	ncRNA
Gm39172	105243182	ncRNA
Gm39173	105243183	ncRNA
1700061N14Rik	105243184	ncRNA
Gm39174	105243185	ncRNA
Gm39175	105243186	ncRNA
Gm39176	105243187	PSEUDO
Gm39177	105243188	ncRNA
Gm39178	105243189	ncRNA
Gm39179	105243190	ncRNA
Gm39180	105243191	ncRNA
Gm39181	105243192	ncRNA
Gm39182	105243193	ncRNA
Gm2921	105243194	ncRNA
Gm39183	105243196	ncRNA
Gm39184	105243197	ncRNA
Gm39185	105243198	ncRNA
Gm39186	105243200	ncRNA
Gm39187	105243202	ncRNA
Gm39188	105243203	ncRNA
Gm39189	105243205	ncRNA
1700020G03Rik	105243207	ncRNA
Gm39190	105243208	ncRNA
Gm39191	105243209	ncRNA
Gm17576	105243210	ncRNA
Gm39192	105243211	ncRNA
Gm39193	105243212	ncRNA
Gm39194	105243213	ncRNA
Gm39195	105243215	ncRNA
Gm39196	105243217	ncRNA
Gm39197	105243218	PSEUDO
Gm39198	105243219	ncRNA
Gm39199	105243220	ncRNA
Gm39200	105243221	ncRNA
Gm39201	105243222	ncRNA
Gm39202	105243224	ncRNA
Gm39203	105243225	ncRNA
Gm39204	105243226	ncRNA
Gm39205	105243227	ncRNA
Gm39206	105243228	ncRNA
Gm39207	105243229	ncRNA
Gm39208	105243230	ncRNA
Gm39209	105243231	ncRNA
Gm9725	105243233	ncRNA
Gm26721	105243235	ncRNA
Gm39210	105243236	ncRNA
Gm39211	105243237	ncRNA
Gm39212	105243238	ncRNA
Gm39213	105243239	ncRNA
Gm39214	105243241	ncRNA
Gm39215	105243242	ncRNA
Gm39217	105243244	ncRNA
Gm39218	105243245	ncRNA
Gm39219	105243246	ncRNA
Gm39220	105243247	ncRNA
Gm39221	105243249	ncRNA
Gm39222	105243251	ncRNA
Gm39223	105243252	ncRNA
Gm28516	105243253	ncRNA
Gm39224	105243254	ncRNA
Gm39225	105243255	ncRNA
Gm39226	105243257	ncRNA
Gm39227	105243258	ncRNA
Gm39228	105243259	ncRNA
Gm39229	105243260	ncRNA
Gm39230	105243261	ncRNA
Gm39231	105243262	ncRNA
Gm39232	105243264	ncRNA
Gm39233	105243265	ncRNA
Gm39234	105243266	ncRNA
Gm39235	105243267	ncRNA
Gm39236	105243268	ncRNA
1700082M22Rik	105243269	ncRNA
Gm39237	105243271	ncRNA
Gm39238	105243273	ncRNA
Gm39239	105243274	ncRNA
Gm39240	105243276	ncRNA
Gm39241	105243277	ncRNA
Gm39242	105243278	ncRNA
Gm39243	105243279	ncRNA
Gm39244	105243280	ncRNA
Gm39245	105243281	ncRNA
4922502B01Rik	105243282	ncRNA
Gm39246	105243283	ncRNA
Gm39247	105243284	ncRNA
Gm39248	105243285	ncRNA
Gm39249	105243286	ncRNA
Gm39250	105243287	ncRNA
Gm39251	105243288	ncRNA
Gm6014	105243289	PSEUDO
Gm39252	105243290	ncRNA
Gm39253	105243291	ncRNA
Gm39254	105243292	ncRNA
Gm39255	105243293	ncRNA
Gm39256	105243294	ncRNA
Gm39257	105243295	ncRNA
Gm39258	105243297	ncRNA
Gm39259	105243298	ncRNA
Gm39260	105243299	ncRNA
Gm31717	105243300	PSEUDO
Gm39261	105243301	ncRNA
Gm39262	105243302	ncRNA
Gm39263	105243303	ncRNA
Gm39264	105243304	ncRNA
Gm39265	105243305	ncRNA
Gm39266	105243306	ncRNA
Gm39267	105243307	ncRNA
Gm39268	105243310	ncRNA
Gm39269	105243311	ncRNA
Gm39270	105243312	PROTEIN_CODING
Gm39271	105243314	ncRNA
Gm39272	105243315	ncRNA
Gm39273	105243316	ncRNA
Gm39274	105243317	ncRNA
Gm39275	105243318	ncRNA
Gm39276	105243320	ncRNA
Gm39277	105243321	ncRNA
Gm39278	105243322	ncRNA
Gm39279	105243323	ncRNA
Gm39280	105243327	ncRNA
Gm39281	105243328	ncRNA
Gm39282	105243329	ncRNA
Gm39283	105243330	ncRNA
Gm39284	105243331	ncRNA
Gm39285	105243332	ncRNA
Gm39286	105243334	ncRNA
Gm39287	105243335	ncRNA
A930035F09Rik	105243337	ncRNA
Gm39288	105243339	PSEUDO
Gm39289	105243340	ncRNA
Gm39290	105243341	PROTEIN_CODING
Gm39291	105243343	ncRNA
Gm39292	105243344	ncRNA
Gm39293	105243345	ncRNA
Gm39294	105243346	ncRNA
Gm39295	105243347	ncRNA
Gm39296	105243349	ncRNA
Gm39297	105243350	ncRNA
Gm39298	105243351	ncRNA
Gm39299	105243352	ncRNA
Gm39300	105243353	ncRNA
Gm39301	105243354	ncRNA
Gm39302	105243355	ncRNA
Gm39303	105243356	ncRNA
Gm39304	105243357	ncRNA
Gm39305	105243358	ncRNA
Gm39306	105243359	ncRNA
Gm39307	105243360	ncRNA
Gm39308	105243361	ncRNA
Gm39309	105243362	ncRNA
Gm39310	105243363	ncRNA
Gm39311	105243364	ncRNA
Gm39312	105243366	ncRNA
Gm39313	105243367	ncRNA
Gm39314	105243368	ncRNA
Gm15521	105243369	ncRNA
Gm39315	105243370	ncRNA
Gm39316	105243371	ncRNA
Gm39317	105243373	ncRNA
Gm33561	105243374	ncRNA
Gm39318	105243376	ncRNA
Gm39319	105243378	ncRNA
Gm39320	105243384	ncRNA
Gm39321	105243385	ncRNA
Gm39322	105243387	ncRNA
Gm39323	105243388	ncRNA
Gm39324	105243389	ncRNA
Gm39325	105243390	ncRNA
Gm39326	105243391	ncRNA
Gm39327	105243393	ncRNA
Gm39328	105243394	ncRNA
Gm39329	105243395	ncRNA
Gm39330	105243396	ncRNA
Gm39331	105243397	ncRNA
Gm39332	105243398	ncRNA
Gm39333	105243400	ncRNA
Gm39334	105243402	ncRNA
Gm39335	105243403	ncRNA
Gm39336	105243405	ncRNA
Gm39337	105243406	ncRNA
Gm39338	105243408	ncRNA
Gm39339	105243409	ncRNA
Gm39340	105243410	ncRNA
Gm39341	105243411	ncRNA
Gm39342	105243412	ncRNA
Gm39343	105243414	ncRNA
Gm39344	105243416	ncRNA
Gm39345	105243417	ncRNA
Gm39346	105243419	ncRNA
Gm39347	105243420	ncRNA
Gm39348	105243422	ncRNA
Gm39349	105243423	ncRNA
Gm39350	105243424	ncRNA
Gm39351	105243425	ncRNA
Gm39352	105243426	ncRNA
Gm39353	105243427	ncRNA
Gm39354	105243428	ncRNA
Gm39355	105243429	ncRNA
Gm39356	105243430	ncRNA
Gm39357	105243431	ncRNA
Gm39358	105243432	ncRNA
Gm39359	105243433	ncRNA
Gm39360	105243435	ncRNA
Gm39361	105243436	ncRNA
Gm39362	105243437	ncRNA
Gm39363	105243438	ncRNA
Gm39364	105243439	ncRNA
Gm39365	105243440	ncRNA
Gm39366	105243441	ncRNA
Gm39367	105243445	ncRNA
Gm39368	105243446	ncRNA
Gm39369	105243447	ncRNA
Gm26849	105243448	ncRNA
Gm27188	105243451	ncRNA
Gm39370	105243452	ncRNA
Gm19427	105243453	PSEUDO
Gm39371	105243455	ncRNA
Gm39372	105243456	ncRNA
Gm39373	105243457	ncRNA
Gm39374	105243458	ncRNA
Gm39375	105243459	ncRNA
Gm39376	105243460	ncRNA
Gm39377	105243461	ncRNA
Gm39378	105243462	ncRNA
Gm39379	105243464	ncRNA
Gm39380	105243465	ncRNA
Gm39381	105243466	ncRNA
Gm39382	105243467	ncRNA
Gm39383	105243468	ncRNA
Gm27216	105243469	ncRNA
Gm39384	105243470	ncRNA
Gm39385	105243471	ncRNA
Gm39386	105243472	ncRNA
Gm39387	105243473	ncRNA
Gm39388	105243474	ncRNA
Gm39389	105243476	ncRNA
Gm39390	105243477	ncRNA
Gm39391	105243482	ncRNA
Gm39392	105243483	ncRNA
Gm11551	105243484	ncRNA
Gm39393	105243485	ncRNA
Gm39394	105243486	ncRNA
Gm11586	105243487	ncRNA
Gm39395	105243489	ncRNA
Gm39396	105243491	ncRNA
Gm39397	105243492	ncRNA
Gm39398	105243494	ncRNA
Gm39399	105243495	ncRNA
Gm39400	105243496	ncRNA
Gm39401	105243499	ncRNA
Gm39402	105243500	ncRNA
Gm39403	105243501	ncRNA
Gm39404	105243502	ncRNA
Gm39405	105243503	ncRNA
Gm39406	105243504	ncRNA
Gm39407	105243505	ncRNA
Gm39408	105243506	ncRNA
Gm39409	105243507	ncRNA
Gm39410	105243508	ncRNA
Gm39411	105243509	ncRNA
Gm37249	105243511	ncRNA
Gm39412	105243512	ncRNA
Gm39413	105243513	ncRNA
Gm39414	105243515	ncRNA
Gm28166	105243516	ncRNA
Gm39415	105243517	ncRNA
Gm39416	105243518	ncRNA
Gm39417	105243519	ncRNA
Gm39418	105243520	ncRNA
Gm39419	105243523	ncRNA
Gm39420	105243524	ncRNA
Gm39421	105243525	ncRNA
Gm39422	105243526	ncRNA
Gm17141	105243527	ncRNA
Gm39423	105243528	ncRNA
Gm39424	105243530	ncRNA
Gm39425	105243532	ncRNA
Gm39426	105243533	ncRNA
Gm39427	105243534	ncRNA
Gm39428	105243536	ncRNA
