OFFICIAL_SYMBOL,IDENTIFIER_ID,Gene_Type
Gucy2g,73707,PROTEIN_CODING
Tubb2b,73710,PROTEIN_CODING
Rbm20,73713,PROTEIN_CODING
Psd,73728,PROTEIN_CODING
Muc16,73732,PROTEIN_CODING
Thap1,73754,PROTEIN_CODING
Kif2c,73804,PROTEIN_CODING
Mfsd12,73822,PROTEIN_CODING
Ifitm5,73835,PROTEIN_CODING
Ift57,73916,PROTEIN_CODING
Atl1,73991,PROTEIN_CODING
Rd3,74023,PROTEIN_CODING
Syce1,74075,PROTEIN_CODING
Nmnat3,74080,PROTEIN_CODING
Abcb6,74104,PROTEIN_CODING
Cep55,74107,PROTEIN_CODING
Foxp4,74123,PROTEIN_CODING
Nuak2,74137,PROTEIN_CODING
Lonp1,74142,PROTEIN_CODING
Ehhadh,74147,PROTEIN_CODING
Uba7,74153,PROTEIN_CODING
Tmem38a,74166,PROTEIN_CODING
Gbe1,74185,PROTEIN_CODING
Katnb1,74187,PROTEIN_CODING
Elp3,74195,PROTEIN_CODING
Fblim1,74202,PROTEIN_CODING
Hnrnpr,74326,PROTEIN_CODING
Slc6a19,74338,PROTEIN_CODING
Lrrtm1,74342,PROTEIN_CODING
Clec16a,74374,PROTEIN_CODING
Pank2,74450,PROTEIN_CODING
Taf7l,74469,PROTEIN_CODING
Batf2,74481,PROTEIN_CODING
Neto2,74513,PROTEIN_CODING
Pck2,74551,PROTEIN_CODING
Abca12,74591,PROTEIN_CODING
Scpep1,74617,PROTEIN_CODING
Rhoh,74734,PROTEIN_CODING
Trim14,74735,PROTEIN_CODING
Mxra8,74761,PROTEIN_CODING
Mdga1,74762,PROTEIN_CODING
Atp13a2,74772,PROTEIN_CODING
Naa15,74838,PROTEIN_CODING
Sv2c,75209,PROTEIN_CODING
Pelp1,75273,PROTEIN_CODING
Prkd3,75292,PROTEIN_CODING
Asxl2,75302,PROTEIN_CODING
Slamf7,75345,PROTEIN_CODING
Secisbp2,75420,PROTEIN_CODING
Akap13,75547,PROTEIN_CODING
Ep400,75560,PROTEIN_CODING
Dusp9,75590,PROTEIN_CODING
Tm4sf5,75604,PROTEIN_CODING
Rai14,75646,PROTEIN_CODING
Cul5,75717,PROTEIN_CODING
Mff,75734,PROTEIN_CODING
Pank1,75735,PROTEIN_CODING
Sesn3,75747,PROTEIN_CODING
Brsk2,75770,PROTEIN_CODING
Clec4g,75863,PROTEIN_CODING
Rapgef2,76089,PROTEIN_CODING
Abhd12,76192,PROTEIN_CODING
Slc38a3,76257,PROTEIN_CODING
Ttc8,76260,PROTEIN_CODING
Gstk1,76263,PROTEIN_CODING
Fads1,76267,PROTEIN_CODING
Gpt,76282,PROTEIN_CODING
Mfap4,76293,PROTEIN_CODING
Erp44,76299,PROTEIN_CODING
Osbp,76303,PROTEIN_CODING
Slc24a2,76376,PROTEIN_CODING
Il31,76399,PROTEIN_CODING
Sun5,76407,PROTEIN_CODING
Daam2,76441,PROTEIN_CODING
Car12,76459,PROTEIN_CODING
Msrb2,76467,PROTEIN_CODING
Lmf1,76483,PROTEIN_CODING
Clasp2,76499,PROTEIN_CODING
Ip6k2,76500,PROTEIN_CODING
Trappc9,76510,PROTEIN_CODING
Mfsd2a,76574,PROTEIN_CODING
Immt,76614,PROTEIN_CODING
Arfrp1,76688,PROTEIN_CODING
Arpc2,76709,PROTEIN_CODING
Efr3a,76740,PROTEIN_CODING
Memo1,76890,PROTEIN_CODING
Bicd2,76895,PROTEIN_CODING
Mnd1,76915,PROTEIN_CODING
Ifi27l2a,76933,PROTEIN_CODING
Hnrnpm,76936,PROTEIN_CODING
Mrap,77037,PROTEIN_CODING
Arid2,77044,PROTEIN_CODING
Mtmr2,77116,PROTEIN_CODING
Agl,77559,PROTEIN_CODING
Vps33a,77573,PROTEIN_CODING
Bcl9,77578,PROTEIN_CODING
Notum,77583,PROTEIN_CODING
Chst15,77590,PROTEIN_CODING
Apex2,77622,PROTEIN_CODING
Mlana,77836,PROTEIN_CODING
Lbh,77889,PROTEIN_CODING
Hook1,77963,PROTEIN_CODING
Nuak1,77976,PROTEIN_CODING
Lpar4,78134,PROTEIN_CODING
Creb3l4,78284,PROTEIN_CODING
Skap1,78473,PROTEIN_CODING
Adgra2,78560,PROTEIN_CODING
Uvrag,78610,PROTEIN_CODING
Brpf1,78783,PROTEIN_CODING
Stxbp5,78808,PROTEIN_CODING
Scyl1,78891,PROTEIN_CODING
Ecrg4,78896,PROTEIN_CODING
Sp2,78912,PROTEIN_CODING
Dlst,78920,PROTEIN_CODING
Osbpl5,79196,PROTEIN_CODING
Recql4,79456,PROTEIN_CODING
Lias,79464,PROTEIN_CODING
Bcl9l,80288,PROTEIN_CODING
Pacsin3,80708,PROTEIN_CODING
Klrb1b,80782,PROTEIN_CODING
Cblc,80794,PROTEIN_CODING
Rhoj,80837,PROTEIN_CODING
H1f1,80838,PROTEIN_CODING
Dhx58,80861,PROTEIN_CODING
Senp3,80886,PROTEIN_CODING
Trim2,80890,PROTEIN_CODING
Fgf16,80903,PROTEIN_CODING
Gpr84,80910,PROTEIN_CODING
Cemip,80982,PROTEIN_CODING
Ckap2,80986,PROTEIN_CODING
Nckipsd,80987,PROTEIN_CODING
Tbl1xr1,81004,PROTEIN_CODING
Sil1,81500,PROTEIN_CODING
Sgpp1,81535,PROTEIN_CODING
Chia1,81600,PROTEIN_CODING
Sorcs2,81840,PROTEIN_CODING
Cacng8,81905,PROTEIN_CODING
Tfap4,83383,PROTEIN_CODING
Sp6,83395,PROTEIN_CODING
Glis2,83396,PROTEIN_CODING
Lamtor2,83409,PROTEIN_CODING
Cstf2t,83410,PROTEIN_CODING
Chrdl1,83453,PROTEIN_CODING
Rbm5,83486,PROTEIN_CODING
Tex14,83560,PROTEIN_CODING
Tdrd1,83561,PROTEIN_CODING
Sytl2,83671,PROTEIN_CODING
Akr1c6,83702,PROTEIN_CODING
Actl6b,83766,PROTEIN_CODING
Smarcd2,83796,PROTEIN_CODING
Dnaja3,83945,PROTEIN_CODING
Nrg4,83961,PROTEIN_CODING
Mmp1a,83995,PROTEIN_CODING
Slmap,83997,PROTEIN_CODING
Kremen1,84035,PROTEIN_CODING
Kcnn1,84036,PROTEIN_CODING
Pi4k2a,84095,PROTEIN_CODING
Cox4i2,84682,PROTEIN_CODING
Kars1,85305,PROTEIN_CODING
Trim8,93679,PROTEIN_CODING
Glce,93683,PROTEIN_CODING
Selenof,93684,PROTEIN_CODING
Clec2d,93694,PROTEIN_CODING
Cpn1,93721,PROTEIN_CODING
Lztfl1,93730,PROTEIN_CODING
Aff4,93736,PROTEIN_CODING
Rnf111,93836,PROTEIN_CODING
Brwd1,93871,PROTEIN_CODING
Cers1,93898,PROTEIN_CODING
Nkd1,93960,PROTEIN_CODING
P2rx5,94045,PROTEIN_CODING
Trim9,94090,PROTEIN_CODING
Hrg,94175,PROTEIN_CODING
Acsbg1,94180,PROTEIN_CODING
Strn3,94186,PROTEIN_CODING
Col4a6,94216,PROTEIN_CODING
Gopc,94221,PROTEIN_CODING
Tinagl1,94242,PROTEIN_CODING
Arid4b,94246,PROTEIN_CODING
Cadm3,94332,PROTEIN_CODING
Ptges2,96979,PROTEIN_CODING
Slc9b2,97086,PROTEIN_CODING
Hadha,97212,PROTEIN_CODING
Mtmr14,97287,PROTEIN_CODING
H3c8,97908,PROTEIN_CODING
Nucks1,98415,PROTEIN_CODING
Pid1,98496,PROTEIN_CODING
Mael,98558,PROTEIN_CODING
Kcnb2,98741,PROTEIN_CODING
Fcrla,98752,PROTEIN_CODING
Hnrnpf,98758,PROTEIN_CODING
Ehd4,98878,PROTEIN_CODING
Anapc2,99152,PROTEIN_CODING
Tchh,99681,PROTEIN_CODING
Kcnc4,99738,PROTEIN_CODING
Prmt6,99890,PROTEIN_CODING
Tiparp,99929,PROTEIN_CODING
Zglp1,100009600,PROTEIN_CODING
Oog3,100012,PROTEIN_CODING
Mdn1,100019,PROTEIN_CODING
Wfdc17,100034251,PROTEIN_CODING
Mfap1b,100034361,PROTEIN_CODING
Umad1,100036521,PROTEIN_CODING
Niban3,100037278,PROTEIN_CODING
Rsph3b,100037282,PROTEIN_CODING
Rnaset2a,100037283,PROTEIN_CODING
Fam174b,100038347,PROTEIN_CODING
Spink13,100038417,PROTEIN_CODING
Apela,100038489,PROTEIN_CODING
Prcd,100038570,PROTEIN_CODING
Cep85l,100038725,PROTEIN_CODING
Btnl1,100038862,PROTEIN_CODING
Sirpb1c,100038947,PROTEIN_CODING
Mup10,100039008,PROTEIN_CODING
Mup11,100039028,PROTEIN_CODING
Mup12,100039054,PROTEIN_CODING
Mup13,100039089,PROTEIN_CODING
Mup14,100039116,PROTEIN_CODING
Mup15,100039150,PROTEIN_CODING
Mup16,100039177,PROTEIN_CODING
Mup17,100039206,PROTEIN_CODING
H2ab1,100039319,PROTEIN_CODING
Tgif2lx2,100039551,PROTEIN_CODING
Msmp,100039672,PROTEIN_CODING
Mthfsl,100039707,PROTEIN_CODING
Ildr2,100039795,PROTEIN_CODING
Tgtp2,100039796,PROTEIN_CODING
Cldn24,100039801,PROTEIN_CODING
Ccl27al,100039863,PROTEIN_CODING
Gm20831,100040223,PROTEIN_CODING
Or13c7c,100040268,PROTEIN_CODING
Mndal,100040462,PROTEIN_CODING
Dynlt1f,100040531,PROTEIN_CODING
Dynlt1c,100040563,PROTEIN_CODING
Fancf,100040608,PROTEIN_CODING
Mroh2a,100040766,PROTEIN_CODING
Tceal7,100040972,PROTEIN_CODING
Pramel42,100041102,PROTEIN_CODING
Ahnak2,100041194,PROTEIN_CODING
H4c17,100041230,PROTEIN_CODING
Pramel60,100041253,PROTEIN_CODING
Tcp10c,100041352,PROTEIN_CODING
Zfp980,100041379,PROTEIN_CODING
Cyp3a59,100041449,PROTEIN_CODING
Rbmyf9,100041505,PROTEIN_CODING
Ly6c2,100041546,PROTEIN_CODING
Zkscan16,100041581,PROTEIN_CODING
Amd2,100041585,PROTEIN_CODING
Mup7,100041658,PROTEIN_CODING
Zfp984,100041677,PROTEIN_CODING
Thoc2l,100042165,PROTEIN_CODING
Nhsl2,100042480,PROTEIN_CODING
Prdm11,100042784,PROTEIN_CODING
Gvin2,100042856,PROTEIN_CODING
Rex2,100043034,PROTEIN_CODING
Tmem207,100043057,PROTEIN_CODING
Sult2a2,100043194,PROTEIN_CODING
Amy2a1,100043207,PROTEIN_CODING
Ankrd66,100043332,PROTEIN_CODING
Hsd3b8,100043456,PROTEIN_CODING
Srcap,100043597,PROTEIN_CODING
Amy2a4,100043684,PROTEIN_CODING
Amy2a3,100043686,PROTEIN_CODING
Amy2a2,100043688,PROTEIN_CODING
Scgb1b24,100043860,PROTEIN_CODING
Klrb1,100043861,PROTEIN_CODING
R3hdml,100043899,PROTEIN_CODING
Cfap43,100048534,PROTEIN_CODING
Mup18,100048884,PROTEIN_CODING
Lrrc19,100061,PROTEIN_CODING
Camta1,100072,PROTEIN_CODING
Yy2,100073351,PROTEIN_CODING
Kti12,100087,PROTEIN_CODING
Rcc1,100088,PROTEIN_CODING
Zbtb48,100090,PROTEIN_CODING
Srp54c,100101806,PROTEIN_CODING
Adat3,100113398,PROTEIN_CODING
Tdrd7,100121,PROTEIN_CODING
Krt83,100126226,PROTEIN_CODING
Sco2,100126824,PROTEIN_CODING
Gpr153,100129,PROTEIN_CODING
Shoc1,100155,PROTEIN_CODING
Pafah2,100163,PROTEIN_CODING
Phactr4,100169,PROTEIN_CODING
Zmym6,100177,PROTEIN_CODING
Akna,100182,PROTEIN_CODING
Israa,100188919,PROTEIN_CODING
Mup19,100189605,PROTEIN_CODING
Krtap10-4,100191037,PROTEIN_CODING
Tmem64,100201,PROTEIN_CODING
Adprs,100206,PROTEIN_CODING
Gpn2,100210,PROTEIN_CODING
Rusc2,100213,PROTEIN_CODING
Stx12,100226,PROTEIN_CODING
Gon7,100233175,PROTEIN_CODING
Scpppq1,100271704,PROTEIN_CODING
Osbpl9,100273,PROTEIN_CODING
Alkal2,100294583,PROTEIN_CODING
Defa2,100294660,PROTEIN_CODING
Sprr2a2,100303744,PROTEIN_CODING
Dynlt1a,100310872,PROTEIN_CODING
Pate1,100312987,PROTEIN_CODING
AU040320,100317,PROTEIN_CODING
Il4i1b,100328588,PROTEIN_CODING
Smpdl3b,100340,PROTEIN_CODING
Tent5b,100342,PROTEIN_CODING
Bsdc1,100383,PROTEIN_CODING
Adh6b,100417514,PROTEIN_CODING
Slc44a1,100434,PROTEIN_CODING
Mob3c,100465,PROTEIN_CODING
Lao1,100470,PROTEIN_CODING
Zfand2a,100494,PROTEIN_CODING
Gm4736,100502592,PROTEIN_CODING
Tsga8,100502723,PROTEIN_CODING
Kifc1,100502766,PROTEIN_CODING
Epg5,100502841,PROTEIN_CODING
Ccdc13,100502861,PROTEIN_CODING
Gm19428,100502880,PROTEIN_CODING
Pdzd7,100503041,PROTEIN_CODING
Armcx4,100503043,PROTEIN_CODING
Btbd8,100503185,PROTEIN_CODING
Cimap3,100503311,PROTEIN_CODING
Tmem95,100503361,PROTEIN_CODING
Bbip1,100503572,PROTEIN_CODING
Fsbp,100503583,PROTEIN_CODING
Hbb-bs,100503605,PROTEIN_CODING
Cbarp,100503659,PROTEIN_CODING
Pet100,100503890,PROTEIN_CODING
Smpd5,100503915,PROTEIN_CODING
Acp4,100503991,PROTEIN_CODING
Prss51,100504162,PROTEIN_CODING
Dcdc2b,100504491,PROTEIN_CODING
3425401B19Rik,100504518,PROTEIN_CODING
Defa33,100505096,PROTEIN_CODING
Iqschfp,100505386,PROTEIN_CODING
Zfp518b,100515,PROTEIN_CODING
Rell1,100532,PROTEIN_CODING
Fer1l5,100534273,PROTEIN_CODING
Oas1d,100535,PROTEIN_CODING
Ugt2b38,100559,PROTEIN_CODING
Lrrc8c,100604,PROTEIN_CODING
Noc4l,100608,PROTEIN_CODING
Nsun5,100609,PROTEIN_CODING
Upk3b,100647,PROTEIN_CODING
Psph,100678,PROTEIN_CODING
Gbp6,100702,PROTEIN_CODING
Tent2,100715,PROTEIN_CODING
Ugt2b34,100727,PROTEIN_CODING
Dcun1d4,100737,PROTEIN_CODING
Usp30,100756,PROTEIN_CODING
Ube3c,100763,PROTEIN_CODING
Rita1,100764,PROTEIN_CODING
Tbc1d14,100855,PROTEIN_CODING
Defa36,100862126,PROTEIN_CODING
Hscb,100900,PROTEIN_CODING
Chpf2,100910,PROTEIN_CODING
Tyw1,100929,PROTEIN_CODING
Rab28,100972,PROTEIN_CODING
Nfxl1,100978,PROTEIN_CODING
Zfp513,101023,PROTEIN_CODING
Kif19b,101055939,PROTEIN_CODING
Zfp282,101095,PROTEIN_CODING
Ttll3,101100,PROTEIN_CODING
Hm629797,101101691,PROTEIN_CODING
Snx21,101113,PROTEIN_CODING
Tmem168,101118,PROTEIN_CODING
Rpusd3,101122,PROTEIN_CODING
Itfg2,101142,PROTEIN_CODING
Samtor,101148,PROTEIN_CODING
Parp11,101187,PROTEIN_CODING
Zfp956,101197,PROTEIN_CODING
Hepacam2,101202,PROTEIN_CODING
Tada3,101206,PROTEIN_CODING
Tra2a,101214,PROTEIN_CODING
Wdr91,101240,PROTEIN_CODING
Brk1,101314,PROTEIN_CODING
Dyrk4,101320,PROTEIN_CODING
Eogt,101351,PROTEIN_CODING
Fbxl14,101358,PROTEIN_CODING
Ceacam15,101434,PROTEIN_CODING
Dhx32,101437,PROTEIN_CODING
Phrf1,101471,PROTEIN_CODING
Plekha1,101476,PROTEIN_CODING
Slco2b1,101488,PROTEIN_CODING
Hbb-bt,101488143,PROTEIN_CODING
Evi2,101488212,PROTEIN_CODING
Inpp5f,101490,PROTEIN_CODING
Plekhg2,101497,PROTEIN_CODING
Hsd3b7,101502,PROTEIN_CODING
Mob2,101513,PROTEIN_CODING
Klk9,101533,PROTEIN_CODING
Wtip,101543,PROTEIN_CODING
Ccp110,101565,PROTEIN_CODING
Vrk3,101568,PROTEIN_CODING
Efl1,101592,PROTEIN_CODING
AI467606,101602,PROTEIN_CODING
Grwd1,101612,PROTEIN_CODING
Pwwp2b,101631,PROTEIN_CODING
Spty2d1,101685,PROTEIN_CODING
Trim68,101700,PROTEIN_CODING
Spred3,101809,PROTEIN_CODING
Faap24,101831,PROTEIN_CODING
Ints4,101861,PROTEIN_CODING
Rrp8,101867,PROTEIN_CODING
Unc45a,101869,PROTEIN_CODING
Igflr1,101883,PROTEIN_CODING
Sf3b3,101943,PROTEIN_CODING
D8Ertd738e,101966,PROTEIN_CODING
Usb1,101985,PROTEIN_CODING
Champ1,101994,PROTEIN_CODING
Ces2a,102022,PROTEIN_CODING
Smim19,102032,PROTEIN_CODING
Exoc8,102058,PROTEIN_CODING
Plekhg4,102075,PROTEIN_CODING
Phkb,102093,PROTEIN_CODING
Arhgef18,102098,PROTEIN_CODING
Dohh,102115,PROTEIN_CODING
Psme3ip1,102122,PROTEIN_CODING
Enkd1,102124,PROTEIN_CODING
Snx25,102141,PROTEIN_CODING
Taf5l,102162,PROTEIN_CODING
Prmt9,102182,PROTEIN_CODING
Snapc2,102209,PROTEIN_CODING
Ak6,102216272,PROTEIN_CODING
Cpne7,102278,PROTEIN_CODING
Cyp4v3,102294,PROTEIN_CODING
Dcun1d2,102323,PROTEIN_CODING
Ankrd10,102334,PROTEIN_CODING
Cog4,102339,PROTEIN_CODING
Myzap,102371,PROTEIN_CODING
Clk3,102414,PROTEIN_CODING
Hinfp,102423,PROTEIN_CODING
Lars2,102436,PROTEIN_CODING
Dennd4a,102442,PROTEIN_CODING
Xndc1,102443350,PROTEIN_CODING
Xylb,102448,PROTEIN_CODING
Imp3,102462,PROTEIN_CODING
Pls1,102502,PROTEIN_CODING
Cmtm7,102545,PROTEIN_CODING
Ano10,102566,PROTEIN_CODING
Slc22a13,102570,PROTEIN_CODING
Alg9,102580,PROTEIN_CODING
Plekho2,102595,PROTEIN_CODING
Snx19,102607,PROTEIN_CODING
Rpp25,102614,PROTEIN_CODING
Acad11,102632,PROTEIN_CODING
Malrd1,102635496,PROTEIN_CODING
Zfp640,102636110,PROTEIN_CODING
Scgb2a2,102639117,PROTEIN_CODING
Ifi206,102639543,PROTEIN_CODING
Gm14296,102639598,PROTEIN_CODING
Gm21297,102639700,PROTEIN_CODING
Pvrig,102640920,PROTEIN_CODING
Oaf,102644,PROTEIN_CODING
Slc6a20a,102680,PROTEIN_CODING
Phldb1,102693,PROTEIN_CODING
Lrrc49,102747,PROTEIN_CODING
Tcta,102791,PROTEIN_CODING
Radx,102871,PROTEIN_CODING
Cenpi,102920,PROTEIN_CODING
Nudt10,102954,PROTEIN_CODING
Ezhip,102991,PROTEIN_CODING
Septin10,103080,PROTEIN_CODING
Pan2,103135,PROTEIN_CODING
Pwp1,103136,PROTEIN_CODING
Gstt3,103140,PROTEIN_CODING
Rdh9,103142,PROTEIN_CODING
Upb1,103149,PROTEIN_CODING
Apof,103161,PROTEIN_CODING
Ttc41,103220,PROTEIN_CODING
Csnk1g2,103236,PROTEIN_CODING
Tmem263,103266,PROTEIN_CODING
Cep57l1,103268,PROTEIN_CODING
Zc3h10,103284,PROTEIN_CODING
Zfr2,103406,PROTEIN_CODING
Ncln,103425,PROTEIN_CODING
Nt5dc3,103466,PROTEIN_CODING
Nup107,103468,PROTEIN_CODING
Calhm5,103511,PROTEIN_CODING
Mgat4b,103534,PROTEIN_CODING
Mbtd1,103537,PROTEIN_CODING
Epop,103551,PROTEIN_CODING
Psme4,103554,PROTEIN_CODING
Sec14l4,103655,PROTEIN_CODING
Smg6,103677,PROTEIN_CODING
Tmed4,103694,PROTEIN_CODING
Slc35e4,103710,PROTEIN_CODING
Pnpo,103711,PROTEIN_CODING
6330403K07Rik,103712,PROTEIN_CODING
Tbc1d10a,103724,PROTEIN_CODING
Pex12,103737,PROTEIN_CODING
Mien1,103742,PROTEIN_CODING
Tmem98,103743,PROTEIN_CODING
Slc25a41,103775,PROTEIN_CODING
Dnaaf10,103784,PROTEIN_CODING
Zfp692,103836,PROTEIN_CODING
Cuedc1,103841,PROTEIN_CODING
Inca1,103844,PROTEIN_CODING
Nt5m,103850,PROTEIN_CODING
Rpn1,103963,PROTEIN_CODING
Try5,103964,PROTEIN_CODING
Cdh22,104010,PROTEIN_CODING
Nxph3,104079,PROTEIN_CODING
Nxph4,104080,PROTEIN_CODING
Wdr7,104082,PROTEIN_CODING
Adcy4,104110,PROTEIN_CODING
Ndufb11,104130,PROTEIN_CODING
H40,104137,PROTEIN_CODING
Sbk1,104175,PROTEIN_CODING
Chil4,104183,PROTEIN_CODING
Blmh,104184,PROTEIN_CODING
Mcpt3,104207,PROTEIN_CODING
Cabin1,104248,PROTEIN_CODING
Cdc42ep2,104252,PROTEIN_CODING
Tex15,104271,PROTEIN_CODING
Arl1,104303,PROTEIN_CODING
Gas8,104346,PROTEIN_CODING
Zfp120,104348,PROTEIN_CODING
Zfp119a,104349,PROTEIN_CODING
Rhox9,104384,PROTEIN_CODING
Pcnx3,104401,PROTEIN_CODING
Rexo2,104444,PROTEIN_CODING
Cdc42ep1,104445,PROTEIN_CODING
Bacc1,104457,PROTEIN_CODING
Rars1,104458,PROTEIN_CODING
Ccdc117,104479,PROTEIN_CODING
Ppp4r3b,104570,PROTEIN_CODING
Mycbpap,104601,PROTEIN_CODING
Cnot6,104625,PROTEIN_CODING
Tsr1,104662,PROTEIN_CODING
Slc16a6,104681,PROTEIN_CODING
Ttc7b,104718,PROTEIN_CODING
Sptssa,104725,PROTEIN_CODING
Tedc1,104732,PROTEIN_CODING
Pld4,104759,PROTEIN_CODING
Jkamp,104771,PROTEIN_CODING
Aldh6a1,104776,PROTEIN_CODING
Vipas39,104799,PROTEIN_CODING
Fancm,104806,PROTEIN_CODING
Aspg,104816,PROTEIN_CODING
Ptpn23,104831,PROTEIN_CODING
Cbll1,104836,PROTEIN_CODING
Tecpr2,104859,PROTEIN_CODING
Spata7,104871,PROTEIN_CODING
Tmem179,104885,PROTEIN_CODING
Rab15,104886,PROTEIN_CODING
Slc25a47,104910,PROTEIN_CODING
Adi1,104923,PROTEIN_CODING
Fam110c,104943,PROTEIN_CODING
Dnal1,105000,PROTEIN_CODING
Lratd1,105005,PROTEIN_CODING
Rdh14,105014,PROTEIN_CODING
Iars1,105148,PROTEIN_CODING
Arrdc3,105171,PROTEIN_CODING
Tasor2,105203,PROTEIN_CODING
Rnf44,105239,PROTEIN_CODING
Gm6749,105242736,PROTEIN_CODING
LOC105243590,105243590,PROTEIN_CODING
Brd9,105246,PROTEIN_CODING
Cdk20,105278,PROTEIN_CODING
Epdr1,105298,PROTEIN_CODING
Golm1,105348,PROTEIN_CODING
AW209491,105351,PROTEIN_CODING
Dusp22,105352,PROTEIN_CODING
Slc17a3,105355,PROTEIN_CODING
Utp15,105372,PROTEIN_CODING
Slf1,105377,PROTEIN_CODING
Akr1c14,105387,PROTEIN_CODING
E330034G19Rik,105418,PROTEIN_CODING
Fam149b,105428,PROTEIN_CODING
Slain1,105439,PROTEIN_CODING
Kctd9,105440,PROTEIN_CODING
Dock9,105445,PROTEIN_CODING
Gmpr2,105446,PROTEIN_CODING
Mmrn2,105450,PROTEIN_CODING
Abhd4,105501,PROTEIN_CODING
Fam170b,105511,PROTEIN_CODING
Chmp7,105513,PROTEIN_CODING
Ankrd28,105522,PROTEIN_CODING
Cphx1,105594,PROTEIN_CODING
Dph3,105638,PROTEIN_CODING
Phyhip,105653,PROTEIN_CODING
Thtpa,105663,PROTEIN_CODING
Rcbtb2,105670,PROTEIN_CODING
Tigd5,105734,PROTEIN_CODING
Kdelr3,105785,PROTEIN_CODING
Ccdc65,105833,PROTEIN_CODING
Sgsm3,105835,PROTEIN_CODING
Mtbp,105837,PROTEIN_CODING
Dennd3,105841,PROTEIN_CODING
Lmf2,105847,PROTEIN_CODING
Mal2,105853,PROTEIN_CODING
Nckap1l,105855,PROTEIN_CODING
Csdc2,105859,PROTEIN_CODING
Krt72,105866,PROTEIN_CODING
Cmc4,105886298,PROTEIN_CODING
Ugt3a2,105887,PROTEIN_CODING
Tafa5,106014,PROTEIN_CODING
Topors,106021,PROTEIN_CODING
Fbxo4,106052,PROTEIN_CODING
Rimoc1,106064,PROTEIN_CODING
Slc45a4,106068,PROTEIN_CODING
Mfsd5,106073,PROTEIN_CODING
Cggbp1,106143,PROTEIN_CODING
Txndc11,106200,PROTEIN_CODING
Zc3h7a,106205,PROTEIN_CODING
Qtrt2,106248,PROTEIN_CODING
Osbpl11,106326,PROTEIN_CODING
Nsun3,106338,PROTEIN_CODING
Rfc4,106344,PROTEIN_CODING
Ypel1,106369,PROTEIN_CODING
Sft2d1,106489,PROTEIN_CODING
Gpsm3,106512,PROTEIN_CODING
Pkdcc,106522,PROTEIN_CODING
Tecr,106529,PROTEIN_CODING
Ppcs,106564,PROTEIN_CODING
Dlk2,106565,PROTEIN_CODING
Rab31,106572,PROTEIN_CODING
Fam234a,106581,PROTEIN_CODING
Nrm,106582,PROTEIN_CODING
Scaf8,106583,PROTEIN_CODING
Ankrd12,106585,PROTEIN_CODING
Wdr90,106618,PROTEIN_CODING
Vmac,106639,PROTEIN_CODING
Smim29,106672,PROTEIN_CODING
Mpig6b,106722,PROTEIN_CODING
Catsperd,106757,PROTEIN_CODING
Ttbk1,106763,PROTEIN_CODING
Dhx57,106794,PROTEIN_CODING
Tcf19,106795,PROTEIN_CODING
Oard1,106821,PROTEIN_CODING
Unc119b,106840,PROTEIN_CODING
Abhd3,106861,PROTEIN_CODING
Afap1l1,106877,PROTEIN_CODING
Smim3,106878,PROTEIN_CODING
Hmgxb3,106894,PROTEIN_CODING
Kctd1,106931,PROTEIN_CODING
Slc39a6,106957,PROTEIN_CODING
Gramd2b,107022,PROTEIN_CODING
Me2,107029,PROTEIN_CODING
Fbxo38,107035,PROTEIN_CODING
Lars1,107045,PROTEIN_CODING
Psmg2,107047,PROTEIN_CODING
Lrrtm2,107065,PROTEIN_CODING
Wdr74,107071,PROTEIN_CODING
Rrp12,107094,PROTEIN_CODING
Cyp2c50,107141,PROTEIN_CODING
Glyat,107146,PROTEIN_CODING
Gpr137,107173,PROTEIN_CODING
Btaf1,107182,PROTEIN_CODING
Uqcc3,107197,PROTEIN_CODING
Macrod1,107227,PROTEIN_CODING
Carns1,107239,PROTEIN_CODING
AI837181,107242,PROTEIN_CODING
Kazald1,107250,PROTEIN_CODING
Yars1,107271,PROTEIN_CODING
Psat1,107272,PROTEIN_CODING
Vps37c,107305,PROTEIN_CODING
Trpt1,107328,PROTEIN_CODING
Gbf1,107338,PROTEIN_CODING
Kank1,107351,PROTEIN_CODING
Tm9sf3,107358,PROTEIN_CODING
Pdzd8,107368,PROTEIN_CODING
Fam111a,107373,PROTEIN_CODING
Slc25a45,107375,PROTEIN_CODING
Brms1,107392,PROTEIN_CODING
Ssr1,107513,PROTEIN_CODING
Gimap4,107526,PROTEIN_CODING
Magee1,107528,PROTEIN_CODING
Arl2bp,107566,PROTEIN_CODING
Nt5c3,107569,PROTEIN_CODING
Col16a1,107581,PROTEIN_CODING
Rdh1,107605,PROTEIN_CODING
Asmt,107626,PROTEIN_CODING
Pi4kb,107650,PROTEIN_CODING
Uap1,107652,PROTEIN_CODING
Krt9,107656,PROTEIN_CODING
Coro2a,107684,PROTEIN_CODING
Snrpd2,107686,PROTEIN_CODING
Sf3b4,107701,PROTEIN_CODING
Rnh1,107702,PROTEIN_CODING
Mrpl10,107732,PROTEIN_CODING
Mrpl41,107733,PROTEIN_CODING
Mrpl30,107734,PROTEIN_CODING
Haao,107766,PROTEIN_CODING
Scamp1,107767,PROTEIN_CODING
Tm6sf1,107769,PROTEIN_CODING
Tm6sf2,107770,PROTEIN_CODING
Prl2c5,107849,PROTEIN_CODING
Usp9y,107868,PROTEIN_CODING
