OFFICIAL_SYMBOL,IDENTIFIER_ID,Gene_Type
RHEBL1,121268,PROTEIN_CODING
ZNF641,121274,PROTEIN_CODING
GTSF1,121355,PROTEIN_CODING
KRT74,121391,PROTEIN_CODING
IKBIP,121457,PROTEIN_CODING
ERP27,121506,PROTEIN_CODING
ASCL4,121549,PROTEIN_CODING
ABTB3,121551,PROTEIN_CODING
SPIC,121599,PROTEIN_CODING
ANO4,121601,PROTEIN_CODING
FOXN4,121643,PROTEIN_CODING
CSNK1A1L,122011,PROTEIN_CODING
SLAIN1,122060,PROTEIN_CODING
PRR20A,122183,PROTEIN_CODING
TDRD9,122402,PROTEIN_CODING
ANKRD9,122416,PROTEIN_CODING
AK7,122481,PROTEIN_CODING
IFI27L1,122509,PROTEIN_CODING
DORIP1,122525,PROTEIN_CODING
TRAPPC6B,122553,PROTEIN_CODING
PLD4,122618,PROTEIN_CODING
ADSS1,122622,PROTEIN_CODING
TPPP2,122664,PROTEIN_CODING
RNASE8,122665,PROTEIN_CODING
MRPL52,122704,PROTEIN_CODING
PSMB11,122706,PROTEIN_CODING
LRR1,122769,PROTEIN_CODING
KLHDC1,122773,PROTEIN_CODING
NAA30,122830,PROTEIN_CODING
GPHB5,122876,PROTEIN_CODING
NOXRED1,122945,PROTEIN_CODING
ACOT4,122970,PROTEIN_CODING
TTC8,123016,PROTEIN_CODING
TC2N,123036,PROTEIN_CODING
SLC25A29,123096,PROTEIN_CODING
DEGS2,123099,PROTEIN_CODING
TARS3,123283,PROTEIN_CODING
TMEM266,123591,PROTEIN_CODING
AGBL1,123624,PROTEIN_CODING
WHAMM,123720,PROTEIN_CODING
FSD2,123722,PROTEIN_CODING
PLA2G4E,123745,PROTEIN_CODING
NTAN1,123803,PROTEIN_CODING
CEP20,123811,PROTEIN_CODING
DNAAF1,123872,PROTEIN_CODING
ACSM2A,123876,PROTEIN_CODING
DCUN1D3,123879,PROTEIN_CODING
SPATA2L,124044,PROTEIN_CODING
SPATA33,124045,PROTEIN_CODING
CCDC78,124093,PROTEIN_CODING
IQCK,124152,PROTEIN_CODING
PAQR4,124222,PROTEIN_CODING
GPR139,124274,PROTEIN_CODING
CDYL2,124359,PROTEIN_CODING
ANKS3,124401,PROTEIN_CODING
KRBOX5,124411,PROTEIN_CODING
TMEM219,124446,PROTEIN_CODING
EARS2,124454,PROTEIN_CODING
SNX20,124460,PROTEIN_CODING
TMEM170A,124491,PROTEIN_CODING
METTL23,124512,PROTEIN_CODING
HSF5,124535,PROTEIN_CODING
SLC38A10,124565,PROTEIN_CODING
CD300LB,124599,PROTEIN_CODING
ZPBP2,124626,PROTEIN_CODING
OVCA2,124641,PROTEIN_CODING
USP43,124739,PROTEIN_CODING
KRBA2,124751,PROTEIN_CODING
CCDC43,124808,PROTEIN_CODING
CNTD1,124817,PROTEIN_CODING
TMEM132E,124842,PROTEIN_CODING
WFIKKN2,124857,PROTEIN_CODING
SPACA3,124912,PROTEIN_CODING
RSKR,124923,PROTEIN_CODING
SEZ6,124925,PROTEIN_CODING
ANKRD13B,124930,PROTEIN_CODING
SLC43A2,124935,PROTEIN_CODING
CYB5D2,124936,PROTEIN_CODING
BACC1,124944,PROTEIN_CODING
GGT6,124975,PROTEIN_CODING
EFCAB13,124989,PROTEIN_CODING
WDR81,124997,PROTEIN_CODING
TBC1D16,125058,PROTEIN_CODING
AFMID,125061,PROTEIN_CODING
GJD3,125111,PROTEIN_CODING
KRT40,125115,PROTEIN_CODING
ZSWIM7,125150,PROTEIN_CODING
SLC5A10,125206,PROTEIN_CODING
FAM210A,125228,PROTEIN_CODING
INO80C,125476,PROTEIN_CODING
TTC39C,125488,PROTEIN_CODING
DIPK1C,125704,PROTEIN_CODING
ZNF543,125919,PROTEIN_CODING
CEACAM20,125931,PROTEIN_CODING
OR7D4,125958,PROTEIN_CODING
COX6B2,125965,PROTEIN_CODING
CALR3,125972,PROTEIN_CODING
ACER1,125981,PROTEIN_CODING
MICOS13,125988,PROTEIN_CODING
MBD3L2,125997,PROTEIN_CODING
CNGA2,1260,PROTEIN_CODING
TRAPPC5,126003,PROTEIN_CODING
PCP2,126006,PROTEIN_CODING
ZNF440,126070,PROTEIN_CODING
SWSAP1,126074,PROTEIN_CODING
JOSD2,126119,PROTEIN_CODING
IZUMO2,126123,PROTEIN_CODING
ALDH16A1,126133,PROTEIN_CODING
CNGA4,1262,PROTEIN_CODING
NLRP13,126204,PROTEIN_CODING
NLRP8,126205,PROTEIN_CODING
ZNF787,126208,PROTEIN_CODING
EID2B,126272,PROTEIN_CODING
ZNF57,126295,PROTEIN_CODING
IRGQ,126298,PROTEIN_CODING
ZNF428,126299,PROTEIN_CODING
JSRP1,126306,PROTEIN_CODING
MOB3A,126308,PROTEIN_CODING
MFSD12,126321,PROTEIN_CODING
NDUFA11,126328,PROTEIN_CODING
MISP,126353,PROTEIN_CODING
LRRC25,126364,PROTEIN_CODING
ZNF792,126375,PROTEIN_CODING
NR2C2AP,126382,PROTEIN_CODING
FBXO27,126433,PROTEIN_CODING
PLK5,126520,PROTEIN_CODING
C19orf47,126526,PROTEIN_CODING
ANKLE1,126549,PROTEIN_CODING
C2CD4C,126567,PROTEIN_CODING
GABPB2,126626,PROTEIN_CODING
TCHHL1,126637,PROTEIN_CODING
RPTN,126638,PROTEIN_CODING
TDRD10,126668,PROTEIN_CODING
SHE,126669,PROTEIN_CODING
KDF1,126695,PROTEIN_CODING
CCSAP,126731,PROTEIN_CODING
LRRC38,126755,PROTEIN_CODING
PUSL1,126789,PROTEIN_CODING
B3GALT6,126792,PROTEIN_CODING
DNAI3,126820,PROTEIN_CODING
KLHDC9,126823,PROTEIN_CODING
SLC44A3,126969,PROTEIN_CODING
ATXN7L2,127002,PROTEIN_CODING
CFAP276,127003,PROTEIN_CODING
OR2M3,127062,PROTEIN_CODING
ASB17,127247,PROTEIN_CODING
TYW3,127253,PROTEIN_CODING
LRRIQ3,127255,PROTEIN_CODING
TPRG1L,127262,PROTEIN_CODING
PRXL2B,127281,PROTEIN_CODING
MYOM3,127294,PROTEIN_CODING
DMBX1,127343,PROTEIN_CODING
OR10J5,127385,PROTEIN_CODING
TCEANC2,127428,PROTEIN_CODING
PODN,127435,PROTEIN_CODING
LRRC39,127495,PROTEIN_CODING
HMGB4,127540,PROTEIN_CODING
RNF19B,127544,PROTEIN_CODING
A3GALT2,127550,PROTEIN_CODING
DCST2,127579,PROTEIN_CODING
DNAH14,127602,PROTEIN_CODING
ZNF648,127665,PROTEIN_CODING
UBXN10,127733,PROTEIN_CODING
C1orf87,127795,PROTEIN_CODING
ARL8A,127829,PROTEIN_CODING
GOLT1A,127845,PROTEIN_CODING
FCRLB,127943,PROTEIN_CODING
FSAF1,128061,PROTEIN_CODING
LIX1L,128077,PROTEIN_CODING
SPATA17,128153,PROTEIN_CODING
TSACC,128229,PROTEIN_CODING
ARHGEF19,128272,PROTEIN_CODING
MRPL55,128308,PROTEIN_CODING
CIMAP3,128344,PROTEIN_CODING
BHLHE23,128408,PROTEIN_CODING
NKAIN4,128414,PROTEIN_CODING
VSTM2L,128434,PROTEIN_CODING
FITM2,128486,PROTEIN_CODING
WFDC12,128488,PROTEIN_CODING
SPATA25,128497,PROTEIN_CODING
OCSTAMP,128506,PROTEIN_CODING
TSHZ2,128553,PROTEIN_CODING
CIMIP1,128602,PROTEIN_CODING
ZNF831,128611,PROTEIN_CODING
SLX4IP,128710,PROTEIN_CODING
CSTL1,128817,PROTEIN_CODING
CST9L,128821,PROTEIN_CODING
CST9,128822,PROTEIN_CODING
DUSP15,128853,PROTEIN_CODING
BPIFB6,128859,PROTEIN_CODING
FAM83C,128876,PROTEIN_CODING
C22orf39,128977,PROTEIN_CODING
ZNF280A,129025,PROTEIN_CODING
SGSM1,129049,PROTEIN_CODING
EMID1,129080,PROTEIN_CODING
ANKRD54,129138,PROTEIN_CODING
PPP1R21,129285,PROTEIN_CODING
TRABD2A,129293,PROTEIN_CODING
TMEM150A,129303,PROTEIN_CODING
XIRP2,129446,PROTEIN_CODING
TYW5,129450,PROTEIN_CODING
NMS,129521,PROTEIN_CODING
MITD1,129531,PROTEIN_CODING
CMPK2,129607,PROTEIN_CODING
MBOAT2,129642,PROTEIN_CODING
CNTNAP5,129684,PROTEIN_CODING
FBLN7,129804,PROTEIN_CODING
TRIM43,129868,PROTEIN_CODING
ACMSD,130013,PROTEIN_CODING
ICA1L,130026,PROTEIN_CODING
FAM168B,130074,PROTEIN_CODING
CIB4,130106,PROTEIN_CODING
REG3G,130120,PROTEIN_CODING
RFTN2,130132,PROTEIN_CODING
CLHC1,130162,PROTEIN_CODING
PLEKHH2,130271,PROTEIN_CODING
SGPP2,130367,PROTEIN_CODING
UBR3,130507,PROTEIN_CODING
KCTD18,130535,PROTEIN_CODING
FLACC1,130540,PROTEIN_CODING
ZNF513,130557,PROTEIN_CODING
LYPD6,130574,PROTEIN_CODING
LYPD6B,130576,PROTEIN_CODING
ZFAND2B,130617,PROTEIN_CODING
CPO,130749,PROTEIN_CODING
TMEM182,130827,PROTEIN_CODING
FBXO36,130888,PROTEIN_CODING
MTERF4,130916,PROTEIN_CODING
M1AP,130951,PROTEIN_CODING
CPNE4,131034,PROTEIN_CODING
MIX23,131076,PROTEIN_CODING
KCNH8,131096,PROTEIN_CODING
OTOL1,131149,PROTEIN_CODING
FAM3D,131177,PROTEIN_CODING
ZPLD1,131368,PROTEIN_CODING
LYZL4,131375,PROTEIN_CODING
KLHL40,131377,PROTEIN_CODING
ZDHHC19,131540,PROTEIN_CODING
CRYBG3,131544,PROTEIN_CODING
TPRA1,131601,PROTEIN_CODING
UROC1,131669,PROTEIN_CODING
COL6A6,131873,PROTEIN_CODING
GRK7,131890,PROTEIN_CODING
TMEM207,131920,PROTEIN_CODING
METTL6,131965,PROTEIN_CODING
TAMM41,132001,PROTEIN_CODING
IL17RE,132014,PROTEIN_CODING
RTP1,132112,PROTEIN_CODING
GLYCTK,132158,PROTEIN_CODING
PPM1M,132160,PROTEIN_CODING
SNTN,132203,PROTEIN_CODING
SYNPR,132204,PROTEIN_CODING
H1-8,132243,PROTEIN_CODING
OCIAD2,132299,PROTEIN_CODING
SCLT1,132320,PROTEIN_CODING
C4orf33,132321,PROTEIN_CODING
PABPC4L,132430,PROTEIN_CODING
ADAD1,132612,PROTEIN_CODING
LIN54,132660,PROTEIN_CODING
FAM241A,132720,PROTEIN_CODING
TMPRSS11B,132724,PROTEIN_CODING
SPATA4,132851,PROTEIN_CODING
ARL9,132946,PROTEIN_CODING
AASDH,132949,PROTEIN_CODING
PDCL2,132954,PROTEIN_CODING
PACRGL,133015,PROTEIN_CODING
TRAM1L1,133022,PROTEIN_CODING
OTOP1,133060,PROTEIN_CODING
ENPP6,133121,PROTEIN_CODING
SLC9B2,133308,PROTEIN_CODING
SETD9,133383,PROTEIN_CODING
EMB,133418,PROTEIN_CODING
SLCO6A1,133482,PROTEIN_CODING
EGFLAM,133584,PROTEIN_CODING
PRRC1,133619,PROTEIN_CODING
NADK2,133686,PROTEIN_CODING
UGT3A1,133688,PROTEIN_CODING
CAPSL,133690,PROTEIN_CODING
COX6A2,1339,PROTEIN_CODING
UBE2QL1,134111,PROTEIN_CODING
ATPSCKMT,134145,PROTEIN_CODING
CMBL,134147,PROTEIN_CODING
AFAP1L1,134265,PROTEIN_CODING
GRPEL2,134266,PROTEIN_CODING
TMEM174,134288,PROTEIN_CODING
LSM11,134353,PROTEIN_CODING
GPR151,134391,PROTEIN_CODING
NUDCD2,134492,PROTEIN_CODING
UBLCP1,134510,PROTEIN_CODING
ACOT12,134526,PROTEIN_CODING
SHROOM1,134549,PROTEIN_CODING
C5orf24,134553,PROTEIN_CODING
ADAT2,134637,PROTEIN_CODING
RIPPLY2,134701,PROTEIN_CODING
IRAK1BP1,134728,PROTEIN_CODING
CLVS2,134829,PROTEIN_CODING
TAAR9,134860,PROTEIN_CODING
COX7C,1350,PROTEIN_CODING
COX8A,1351,PROTEIN_CODING
HINT3,135114,PROTEIN_CODING
B3GAT2,135152,PROTEIN_CODING
SDHAF4,135154,PROTEIN_CODING
PM20D2,135293,PROTEIN_CODING
SRSF12,135295,PROTEIN_CODING
COX11,1353,PROTEIN_CODING
C6orf141,135398,PROTEIN_CODING
HUS1B,135458,PROTEIN_CODING
TRIM40,135644,PROTEIN_CODING
MUCL3,135656,PROTEIN_CODING
TMEM270,135886,PROTEIN_CODING
TRIM50,135892,PROTEIN_CODING
LLCFC1,135927,PROTEIN_CODING
TMEM139,135932,PROTEIN_CODING
ZNF786,136051,PROTEIN_CODING
COL26A1,136227,PROTEIN_CODING
SVOPL,136306,PROTEIN_CODING
LRGUK,136332,PROTEIN_CODING
ASB10,136371,PROTEIN_CODING
SSC4D,136853,PROTEIN_CODING
SPMIP4,136895,PROTEIN_CODING
ASZ1,136991,PROTEIN_CODING
CPN2,1370,PROTEIN_CODING
CLDN23,137075,PROTEIN_CODING
GOT1L1,137362,PROTEIN_CODING
NDUFAF6,137682,PROTEIN_CODING
TMEM68,137695,PROTEIN_CODING
TMEM71,137835,PROTEIN_CODING
SGCZ,137868,PROTEIN_CODING
UBXN2B,137886,PROTEIN_CODING
CR1L,1379,PROTEIN_CODING
PXDNL,137902,PROTEIN_CODING
LETM2,137994,PROTEIN_CODING
DCAF4L2,138009,PROTEIN_CODING
RALYL,138046,PROTEIN_CODING
RNF183,138065,PROTEIN_CODING
NACC2,138151,PROTEIN_CODING
PIERCE1,138162,PROTEIN_CODING
CARNMT1,138199,PROTEIN_CODING
CFAP95,138255,PROTEIN_CODING
LCN8,138307,PROTEIN_CODING
DIPK1B,138311,PROTEIN_CODING
PTRH1,138428,PROTEIN_CODING
PIP5KL1,138429,PROTEIN_CODING
TAF1L,138474,PROTEIN_CODING
PTPDC1,138639,PROTEIN_CODING
ARID3C,138715,PROTEIN_CODING
RPP25L,138716,PROTEIN_CODING
CREBL2,1389,PROTEIN_CODING
SLITRK4,139065,PROTEIN_CODING
SPANXN3,139067,PROTEIN_CODING
MAGEC3,139081,PROTEIN_CODING
BEND2,139105,PROTEIN_CODING
DNAAF6,139212,PROTEIN_CODING
PWWP3B,139221,PROTEIN_CODING
FAM199X,139231,PROTEIN_CODING
APOOL,139322,PROTEIN_CODING
HDX,139324,PROTEIN_CODING
ADGRG4,139378,PROTEIN_CODING
PTCHD1,139411,PROTEIN_CODING
MAGEB10,139422,PROTEIN_CODING
OTUD6A,139562,PROTEIN_CODING
UPRT,139596,PROTEIN_CODING
MAGEE2,139599,PROTEIN_CODING
MAGEB16,139604,PROTEIN_CODING
GAB3,139716,PROTEIN_CODING
PNCK,139728,PROTEIN_CODING
ACTRT1,139741,PROTEIN_CODING
RBMXL3,139804,PROTEIN_CODING
DOCK11,139818,PROTEIN_CODING
RPS4Y2,140032,PROTEIN_CODING
KRTAP13-1,140258,PROTEIN_CODING
ASB11,140456,PROTEIN_CODING
ASB5,140458,PROTEIN_CODING
ASB6,140459,PROTEIN_CODING
ASB7,140460,PROTEIN_CODING
ASB8,140461,PROTEIN_CODING
ZNF358,140467,PROTEIN_CODING
MYO3B,140469,PROTEIN_CODING
RNF32,140545,PROTEIN_CODING
CHODL,140578,PROTEIN_CODING
TCEAL2,140597,PROTEIN_CODING
SELENOM,140606,PROTEIN_CODING
ZFP28,140612,PROTEIN_CODING
ACTRT2,140625,PROTEIN_CODING
SLC32A1,140679,PROTEIN_CODING
BPIFA2,140683,PROTEIN_CODING
ZBTB46,140685,PROTEIN_CODING
WFDC3,140686,PROTEIN_CODING
NOL4L,140688,PROTEIN_CODING
CBLN4,140689,PROTEIN_CODING
TRIM69,140691,PROTEIN_CODING
MROH8,140699,PROTEIN_CODING
MTCL2,140710,PROTEIN_CODING
RIMS4,140730,PROTEIN_CODING
TMEM37,140738,PROTEIN_CODING
UBE2F,140739,PROTEIN_CODING
NRSN1,140767,PROTEIN_CODING
RPL10L,140801,PROTEIN_CODING
KRT72,140807,PROTEIN_CODING
NEURL2,140825,PROTEIN_CODING
BANF2,140836,PROTEIN_CODING
NANP,140838,PROTEIN_CODING
DEFB127,140850,PROTEIN_CODING
ISM1,140862,PROTEIN_CODING
CST11,140880,PROTEIN_CODING
DEFB129,140881,PROTEIN_CODING
ZNF280B,140883,PROTEIN_CODING
PABPC5,140886,PROTEIN_CODING
STK35,140901,PROTEIN_CODING
R3HDML,140902,PROTEIN_CODING
ADPRH,141,PROTEIN_CODING
CRYBA2,1412,PROTEIN_CODING
CRYBB3,1417,PROTEIN_CODING
CRYGA,1418,PROTEIN_CODING
DUSP19,142679,PROTEIN_CODING
ITLN2,142683,PROTEIN_CODING
RAB40A,142684,PROTEIN_CODING
ASB15,142685,PROTEIN_CODING
ASB12,142689,PROTEIN_CODING
SAMD8,142891,PROTEIN_CODING
TRUB1,142940,PROTEIN_CODING
FRMPD2,143162,PROTEIN_CODING
DYDC1,143241,PROTEIN_CODING
EIF5AL1,143244,PROTEIN_CODING
HECTD2,143279,PROTEIN_CODING
SYT9,143425,PROTEIN_CODING
LDLRAD3,143458,PROTEIN_CODING
PSMA8,143471,PROTEIN_CODING
OR52B4,143496,PROTEIN_CODING
XRRA1,143570,PROTEIN_CODING
FAM76B,143684,PROTEIN_CODING
ARHGAP42,143872,PROTEIN_CODING
KBTBD3,143879,PROTEIN_CODING
CWF19L2,143884,PROTEIN_CODING
POGLUT3,143888,PROTEIN_CODING
LAYN,143903,PROTEIN_CODING
TTC36,143941,PROTEIN_CODING
SPINDOC,144097,PROTEIN_CODING
SPTY2D1,144108,PROTEIN_CODING
TMEM86A,144110,PROTEIN_CODING
OR10A5,144124,PROTEIN_CODING
OR2AG1,144125,PROTEIN_CODING
DNHD1,144132,PROTEIN_CODING
AMDHD1,144193,PROTEIN_CODING
SLC2A14,144195,PROTEIN_CODING
BCDIN3D,144233,PROTEIN_CODING
ALG10B,144245,PROTEIN_CODING
GLIPR1L2,144321,PROTEIN_CODING
RFLNA,144347,PROTEIN_CODING
ZNF664,144348,PROTEIN_CODING
CSHL1,1444,PROTEIN_CODING
CPNE8,144402,PROTEIN_CODING
TMEM120B,144404,PROTEIN_CODING
GLT1D1,144423,PROTEIN_CODING
BEST3,144453,PROTEIN_CODING
KRT80,144501,PROTEIN_CODING
KICS2,144577,PROTEIN_CODING
FBXL14,144699,PROTEIN_CODING
RAD9B,144715,PROTEIN_CODING
PHETA1,144717,PROTEIN_CODING
HNRNPA1L2,144983,PROTEIN_CODING
MIPOL1,145282,PROTEIN_CODING
SLC38A6,145389,PROTEIN_CODING
ARMH4,145407,PROTEIN_CODING
PTGR2,145482,PROTEIN_CODING
FAM161B,145483,PROTEIN_CODING
ISM2,145501,PROTEIN_CODING
CEP128,145508,PROTEIN_CODING
MDP1,145553,PROTEIN_CODING
TTC7B,145567,PROTEIN_CODING
LRFN5,145581,PROTEIN_CODING
TERB2,145645,PROTEIN_CODING
C2CD4A,145741,PROTEIN_CODING
FAM81A,145773,PROTEIN_CODING
GCOM1,145781,PROTEIN_CODING
HAPLN3,145864,PROTEIN_CODING
MESP2,145873,PROTEIN_CODING
TMCO5A,145942,PROTEIN_CODING
ZSCAN29,146050,PROTEIN_CODING
SLC38A8,146167,PROTEIN_CODING
OTOA,146183,PROTEIN_CODING
ZFP90,146198,PROTEIN_CODING
CMTM4,146223,PROTEIN_CODING
TEKT5,146279,PROTEIN_CODING
FBXL16,146330,PROTEIN_CODING
C16orf92,146378,PROTEIN_CODING
GSG1L,146395,PROTEIN_CODING
ZNF597,146434,PROTEIN_CODING
BICDL2,146439,PROTEIN_CODING
PRSS36,146547,PROTEIN_CODING
C16orf89,146556,PROTEIN_CODING
TEPSIN,146705,PROTEIN_CODING
B3GNTL1,146712,PROTEIN_CODING
DNAH2,146754,PROTEIN_CODING
RTN4RL1,146760,PROTEIN_CODING
EFCAB3,146779,PROTEIN_CODING
CFAP52,146845,PROTEIN_CODING
CCDC42,146849,PROTEIN_CODING
PIK3R6,146850,PROTEIN_CODING
ODF4,146852,PROTEIN_CODING
SLFN13,146857,PROTEIN_CODING
UNC45B,146862,PROTEIN_CODING
CD300LG,146894,PROTEIN_CODING
RUNDC1,146923,PROTEIN_CODING
TMEM199,147007,PROTEIN_CODING
PROCA1,147011,PROTEIN_CODING
DHRS13,147015,PROTEIN_CODING
KCTD11,147040,PROTEIN_CODING
NOTUM,147111,PROTEIN_CODING
KRT25,147183,PROTEIN_CODING
SCGB1C1,147199,PROTEIN_CODING
STARD6,147323,PROTEIN_CODING
ARK2N,147339,PROTEIN_CODING
CBLN2,147381,PROTEIN_CODING
SLC25A52,147407,PROTEIN_CODING
VSIG10L,147645,PROTEIN_CODING
SPACA6,147650,PROTEIN_CODING
ZNF480,147657,PROTEIN_CODING
ERVV-1,147664,PROTEIN_CODING
ZNF418,147686,PROTEIN_CODING
ZNF417,147687,PROTEIN_CODING
KLC3,147700,PROTEIN_CODING
HIPK4,147746,PROTEIN_CODING
TMC4,147798,PROTEIN_CODING
ZNF524,147807,PROTEIN_CODING
ZNF784,147808,PROTEIN_CODING
KASH5,147872,PROTEIN_CODING
DACT3,147906,PROTEIN_CODING
IGFL2,147920,PROTEIN_CODING
ZNF420,147923,PROTEIN_CODING
ZNF565,147929,PROTEIN_CODING
CAPN12,147968,PROTEIN_CODING
DPY19L3,147991,PROTEIN_CODING
TTC9B,148014,PROTEIN_CODING
ZNRF4,148066,PROTEIN_CODING
CDC42EP5,148170,PROTEIN_CODING
ZNF98,148198,PROTEIN_CODING
C19orf25,148223,PROTEIN_CODING
ATP8B3,148229,PROTEIN_CODING
DIRAS1,148252,PROTEIN_CODING
ZNF555,148254,PROTEIN_CODING
ZNF569,148266,PROTEIN_CODING
SYT6,148281,PROTEIN_CODING
C1orf74,148304,PROTEIN_CODING
BROX,148362,PROTEIN_CODING
SAMD11,148398,PROTEIN_CODING
C1orf52,148423,PROTEIN_CODING
PHF13,148479,PROTEIN_CODING
CIART,148523,PROTEIN_CODING
UBE2U,148581,PROTEIN_CODING
ANKRD35,148741,PROTEIN_CODING
FAM163A,148753,PROTEIN_CODING
MFSD4A,148808,PROTEIN_CODING
PM20D1,148811,PROTEIN_CODING
CCDC27,148870,PROTEIN_CODING
KNCN,148930,PROTEIN_CODING
MOB3C,148932,PROTEIN_CODING
NBPF12,149013,PROTEIN_CODING
LELP1,149018,PROTEIN_CODING
ZNF362,149076,PROTEIN_CODING
DCST1,149095,PROTEIN_CODING
CNIH3,149111,PROTEIN_CODING
SHISA4,149345,PROTEIN_CODING
PDIK1L,149420,PROTEIN_CODING
BNIPL,149428,PROTEIN_CODING
CFAP57,149465,PROTEIN_CODING
C1orf210,149466,PROTEIN_CODING
SRARP,149563,PROTEIN_CODING
RNF187,149603,PROTEIN_CODING
PYHIN1,149628,PROTEIN_CODING
ADIG,149685,PROTEIN_CODING
WFDC5,149708,PROTEIN_CODING
SHLD1,149840,PROTEIN_CODING
LSM14B,149986,PROTEIN_CODING
LIPI,149998,PROTEIN_CODING
LCA5L,150082,PROTEIN_CODING
IGSF5,150084,PROTEIN_CODING
SLC9B1,150159,PROTEIN_CODING
XKR3,150165,PROTEIN_CODING
RIMBP3C,150221,PROTEIN_CODING
YDJC,150223,PROTEIN_CODING
CCDC117,150275,PROTEIN_CODING
DUSP18,150290,PROTEIN_CODING
C22orf42,150297,PROTEIN_CODING
DNAJB7,150353,PROTEIN_CODING
CHADL,150356,PROTEIN_CODING
MEI1,150365,PROTEIN_CODING
PHETA2,150368,PROTEIN_CODING
NFAM1,150372,PROTEIN_CODING
PNPLA5,150379,PROTEIN_CODING
TTL,150465,PROTEIN_CODING
CKAP2L,150468,PROTEIN_CODING
ZNG1B,150472,PROTEIN_CODING
TEKT4,150483,PROTEIN_CODING
CTRL,1506,PROTEIN_CODING
OTOS,150677,PROTEIN_CODING
COPS9,150678,PROTEIN_CODING
PROM2,150696,PROTEIN_CODING
ANKAR,150709,PROTEIN_CODING
FBXO41,150726,PROTEIN_CODING
IFT70B,150737,PROTEIN_CODING
GPAT2,150763,PROTEIN_CODING
FAM117B,150864,PROTEIN_CODING
TCF23,150921,PROTEIN_CODING
GAREM2,150946,PROTEIN_CODING
KANSL1L,151050,PROTEIN_CODING
PLB1,151056,PROTEIN_CODING
ZSWIM2,151112,PROTEIN_CODING
ZNF385B,151126,PROTEIN_CODING
ARL6IP6,151188,PROTEIN_CODING
METTL21A,151194,PROTEIN_CODING
CCNYL1,151195,PROTEIN_CODING
KLHL23,151230,PROTEIN_CODING
PPP1R1C,151242,PROTEIN_CODING
C2CD6,151254,PROTEIN_CODING
SLC38A11,151258,PROTEIN_CODING
SLC23A3,151295,PROTEIN_CODING
LRATD1,151354,PROTEIN_CODING
RMDN2,151393,PROTEIN_CODING
SLC16A14,151473,PROTEIN_CODING
UPP2,151531,PROTEIN_CODING
GPR155,151556,PROTEIN_CODING
TTC14,151613,PROTEIN_CODING
WDR49,151790,PROTEIN_CODING
LRRC34,151827,PROTEIN_CODING
CPNE9,151835,PROTEIN_CODING
CTSO,1519,PROTEIN_CODING
CCDC12,151903,PROTEIN_CODING
MB21D2,151963,PROTEIN_CODING
XXYLT1,152002,PROTEIN_CODING
ZCWPW2,152098,PROTEIN_CODING
CMC1,152100,PROTEIN_CODING
NEK10,152110,PROTEIN_CODING
PYDC2,152138,PROTEIN_CODING
SPICE1,152185,PROTEIN_CODING
CCDC13,152206,PROTEIN_CODING
NCBP2AS2,152217,PROTEIN_CODING
IGSF11,152404,PROTEIN_CODING
TEX55,152405,PROTEIN_CODING
ZNF827,152485,PROTEIN_CODING
SH3D19,152503,PROTEIN_CODING
NFXL1,152518,PROTEIN_CODING
NIPAL1,152519,PROTEIN_CODING
SCFD2,152579,PROTEIN_CODING
MGAT4D,152586,PROTEIN_CODING
ZNF595,152687,PROTEIN_CODING
TEX28,1527,PROTEIN_CODING
JAKMIP1,152789,PROTEIN_CODING
THAP6,152815,PROTEIN_CODING
ODAPH,152816,PROTEIN_CODING
FAM53A,152877,PROTEIN_CODING
TRMT44,152992,PROTEIN_CODING
RASGEF1B,153020,PROTEIN_CODING
SLC36A2,153201,PROTEIN_CODING
SPINK13,153218,PROTEIN_CODING
TMEM167A,153339,PROTEIN_CODING
MBLAC2,153364,PROTEIN_CODING
TMEM161B,153396,PROTEIN_CODING
SRFBP1,153443,PROTEIN_CODING
PLEKHG4B,153478,PROTEIN_CODING
ZMAT2,153527,PROTEIN_CODING
IRX2,153572,PROTEIN_CODING
BTNL9,153579,PROTEIN_CODING
ARSK,153642,PROTEIN_CODING
TTC23L,153657,PROTEIN_CODING
CCDC112,153733,PROTEIN_CODING
PPP1R2B,153743,PROTEIN_CODING
GARIN3,153745,PROTEIN_CODING
SH3RF2,153769,PROTEIN_CODING
PLAC8L1,153770,PROTEIN_CODING
CYLC1,1538,PROTEIN_CODING
RNF145,153830,PROTEIN_CODING
CYLC2,1539,PROTEIN_CODING
SNRNP48,154007,PROTEIN_CODING
CNKSR3,154043,PROTEIN_CODING
RAET1L,154064,PROTEIN_CODING
SAMD3,154075,PROTEIN_CODING
MBOAT1,154141,PROTEIN_CODING
HDGFL1,154150,PROTEIN_CODING
PNLDC1,154197,PROTEIN_CODING
RNF217,154214,PROTEIN_CODING
CFAP206,154313,PROTEIN_CODING
CCDC167,154467,PROTEIN_CODING
RUNDC3B,154661,PROTEIN_CODING
SAMTOR,154743,PROTEIN_CODING
FMC1,154791,PROTEIN_CODING
IQUB,154865,PROTEIN_CODING
GIMAP8,155038,PROTEIN_CODING
CRYGN,155051,PROTEIN_CODING
ZNF425,155054,PROTEIN_CODING
ATP6V0E2,155066,PROTEIN_CODING
SLC2A7,155184,PROTEIN_CODING
AMZ1,155185,PROTEIN_CODING
