OFFICIAL_SYMBOL,IDENTIFIER_ID,Gene_Type
AOX1,316,PROTEIN_CODING
SLC29A2,3177,PROTEIN_CODING
HNRNPAB,3182,PROTEIN_CODING
HNRNPH2,3188,PROTEIN_CODING
HNRNPH3,3189,PROTEIN_CODING
APBA1,320,PROTEIN_CODING
HOXA7,3204,PROTEIN_CODING
APBA2,321,PROTEIN_CODING
HOXB2,3212,PROTEIN_CODING
HOXC6,3223,PROTEIN_CODING
HOXC8,3224,PROTEIN_CODING
HOXC10,3226,PROTEIN_CODING
HOXC13,3229,PROTEIN_CODING
HOXD3,3232,PROTEIN_CODING
AGFG1,3267,PROTEIN_CODING
APEH,327,PROTEIN_CODING
HSF4,3299,PROTEIN_CODING
APLP1,333,PROTEIN_CODING
H3C15,333932,PROTEIN_CODING
HTR1D,3352,PROTEIN_CODING
ICA1,3382,PROTEIN_CODING
ICAM4,3386,PROTEIN_CODING
C1QTNF9,338872,PROTEIN_CODING
APOBEC1,339,PROTEIN_CODING
IFI27,3429,PROTEIN_CODING
IFIT2,3433,PROTEIN_CODING
IFNA8,3445,PROTEIN_CODING
IFNA17,3451,PROTEIN_CODING
IFRD1,3475,PROTEIN_CODING
IGBP1,3476,PROTEIN_CODING
TUBB2B,347733,PROTEIN_CODING
HCN1,348980,PROTEIN_CODING
JCHAIN,3512,PROTEIN_CODING
ITGB8,3696,PROTEIN_CODING
ITIH1,3697,PROTEIN_CODING
ITIH3,3699,PROTEIN_CODING
ITIH4,3700,PROTEIN_CODING
STT3A,3703,PROTEIN_CODING
IVD,3712,PROTEIN_CODING
ARCN1,372,PROTEIN_CODING
GSTK1,373156,PROTEIN_CODING
KCNA4,3739,PROTEIN_CODING
NCR3LG1,374383,PROTEIN_CODING
MIA3,375056,PROTEIN_CODING
KCNJ12,3768,PROTEIN_CODING
KCNJ13,3769,PROTEIN_CODING
ARF3,377,PROTEIN_CODING
ARF4,378,PROTEIN_CODING
KCNN2,3781,PROTEIN_CODING
NHLRC1,378884,PROTEIN_CODING
KIF22,3835,PROTEIN_CODING
KPNA5,3841,PROTEIN_CODING
KRT15,3866,PROTEIN_CODING
KRT86,3892,PROTEIN_CODING
MAFA,389692,PROTEIN_CODING
LDHC,3948,PROTEIN_CODING
LLGL1,3996,PROTEIN_CODING
ASIC2,40,PROTEIN_CODING
LMO1,4004,PROTEIN_CODING
LMX1A,4009,PROTEIN_CODING
LRP4,4038,PROTEIN_CODING
LSS,4047,PROTEIN_CODING
LTB,4050,PROTEIN_CODING
LY75,4065,PROTEIN_CODING
MAFG,4097,PROTEIN_CODING
MAN2A1,4124,PROTEIN_CODING
MAN2B1,4125,PROTEIN_CODING
MAP1A,4130,PROTEIN_CODING
MARK3,4140,PROTEIN_CODING
MATK,4145,PROTEIN_CODING
MCC,4163,PROTEIN_CODING
MDH1,4190,PROTEIN_CODING
ME2,4200,PROTEIN_CODING
MEP1B,4225,PROTEIN_CODING
MFAP4,4239,PROTEIN_CODING
MGAT3,4248,PROTEIN_CODING
MGST1,4257,PROTEIN_CODING
MLLT1,4298,PROTEIN_CODING
ASCL2,430,PROTEIN_CODING
ASGR2,433,PROTEIN_CODING
ASIP,434,PROTEIN_CODING
ASMT,438,PROTEIN_CODING
KLK14,43847,PROTEIN_CODING
GET3,439,PROTEIN_CODING
MYO1B,4430,PROTEIN_CODING
MSH5,4439,PROTEIN_CODING
MT1G,4495,PROTEIN_CODING
MT-CYB,4519,PROTEIN_CODING
MTF1,4520,PROTEIN_CODING
MT-ND6,4541,PROTEIN_CODING
MYCL,4610,PROTEIN_CODING
MYH1,4619,PROTEIN_CODING
MYH3,4621,PROTEIN_CODING
MYL6,4637,PROTEIN_CODING
MYO10,4651,PROTEIN_CODING
NAB2,4665,PROTEIN_CODING
NAGA,4668,PROTEIN_CODING
NDN,4692,PROTEIN_CODING
NDUFS2,4720,PROTEIN_CODING
NDUFV2,4729,PROTEIN_CODING
RPL10A,4736,PROTEIN_CODING
NEFM,4741,PROTEIN_CODING
NFIC,4782,PROTEIN_CODING
NFIL3,4783,PROTEIN_CODING
NFKBIL1,4795,PROTEIN_CODING
NFYC,4802,PROTEIN_CODING
SNU13,4809,PROTEIN_CODING
NHS,4810,PROTEIN_CODING
NMB,4828,PROTEIN_CODING
NOP2,4839,PROTEIN_CODING
NOVA1,4857,PROTEIN_CODING
FXYD2,486,PROTEIN_CODING
NPTX2,4885,PROTEIN_CODING
NRCAM,4897,PROTEIN_CODING
NRDC,4898,PROTEIN_CODING
ACR,49,PROTEIN_CODING
NRL,4901,PROTEIN_CODING
NUCB1,4924,PROTEIN_CODING
OAS2,4939,PROTEIN_CODING
OAS3,4940,PROTEIN_CODING
OAZ1,4946,PROTEIN_CODING
OGDH,4967,PROTEIN_CODING
OPCML,4978,PROTEIN_CODING
OPHN1,4983,PROTEIN_CODING
SIX6,4990,PROTEIN_CODING
ORM2,5005,PROTEIN_CODING
OSBP,5007,PROTEIN_CODING
OTX1,5013,PROTEIN_CODING
P2RY11,5032,PROTEIN_CODING
G0S2,50486,PROTEIN_CODING
SYCP3,50511,PROTEIN_CODING
ATP6V0A4,50617,PROTEIN_CODING
GEMIN4,50628,PROTEIN_CODING
ATP5F1C,509,PROTEIN_CODING
TBX22,50945,PROTEIN_CODING
ACOX1,51,PROTEIN_CODING
EXOSC3,51010,PROTEIN_CODING
ZBTB7B,51043,PROTEIN_CODING
PCK2,5106,PROTEIN_CODING
APH1A,51107,PROTEIN_CODING
COPS4,51138,PROTEIN_CODING
SERPINA10,51156,PROTEIN_CODING
PLEKHO1,51177,PROTEIN_CODING
PCOLCE,5118,PROTEIN_CODING
DCXR,51181,PROTEIN_CODING
HERC5,51191,PROTEIN_CODING
NIN,51199,PROTEIN_CODING
NUSAP1,51203,PROTEIN_CODING
GLTP,51228,PROTEIN_CODING
NT5C3A,51251,PROTEIN_CODING
CLEC1B,51266,PROTEIN_CODING
CDK16,5127,PROTEIN_CODING
PCYT1A,5130,PROTEIN_CODING
ZMYND10,51364,PROTEIN_CODING
PDE2A,5138,PROTEIN_CODING
WNT16,51384,PROTEIN_CODING
PDE3B,5140,PROTEIN_CODING
DDX41,51428,PROTEIN_CODING
ANAPC5,51433,PROTEIN_CODING
RTCB,51493,PROTEIN_CODING
UFM1,51569,PROTEIN_CODING
MED15,51586,PROTEIN_CODING
LSR,51599,PROTEIN_CODING
NOP58,51602,PROTEIN_CODING
KLF13,51621,PROTEIN_CODING
RTRAF,51637,PROTEIN_CODING
NUB1,51667,PROTEIN_CODING
RAB23,51715,PROTEIN_CODING
TMEM8B,51754,PROTEIN_CODING
STK26,51765,PROTEIN_CODING
MAP3K20,51776,PROTEIN_CODING
PEX6,5190,PROTEIN_CODING
PEX7,5191,PROTEIN_CODING
PFKFB2,5208,PROTEIN_CODING
PFKFB4,5210,PROTEIN_CODING
ATP5PF,522,PROTEIN_CODING
PGD,5226,PROTEIN_CODING
ATP6V1A,523,PROTEIN_CODING
PGM3,5238,PROTEIN_CODING
ATP6V1B2,526,PROTEIN_CODING
PHYH,5264,PROTEIN_CODING
ATP6V0C,527,PROTEIN_CODING
ACP2,53,PROTEIN_CODING
PKNOX1,5316,PROTEIN_CODING
PLAGL2,5326,PROTEIN_CODING
SPA17,53340,PROTEIN_CODING
LRP1B,53353,PROTEIN_CODING
FXYD1,5348,PROTEIN_CODING
PTOV1,53635,PROTEIN_CODING
PMS1,5378,PROTEIN_CODING
FXYD5,53827,PROTEIN_CODING
FGFRL1,53834,PROTEIN_CODING
RIPK4,54101,PROTEIN_CODING
DCUN1D1,54165,PROTEIN_CODING
POLD2,5425,PROTEIN_CODING
NLGN3,54413,PROTEIN_CODING
POLRMT,5442,PROTEIN_CODING
DNAJC10,54431,PROTEIN_CODING
SSH1,54434,PROTEIN_CODING
RETREG1,54463,PROTEIN_CODING
XRN1,54464,PROTEIN_CODING
PRMT7,54496,PROTEIN_CODING
SMOX,54498,PROTEIN_CODING
CCHCR1,54535,PROTEIN_CODING
POU3F2,5454,PROTEIN_CODING
POU4F1,5457,PROTEIN_CODING
POU4F3,5459,PROTEIN_CODING
UGT1A3,54659,PROTEIN_CODING
IL17RD,54756,PROTEIN_CODING
TRIM44,54765,PROTEIN_CODING
SAMD9,54809,PROTEIN_CODING
PPID,5481,PROTEIN_CODING
ERCC6L,54821,PROTEIN_CODING
CC2D1A,54862,PROTEIN_CODING
CASZ1,54897,PROTEIN_CODING
PPL,5493,PROTEIN_CODING
PPM1B,5495,PROTEIN_CODING
PPM1G,5496,PROTEIN_CODING
BANP,54971,PROTEIN_CODING
CLN6,54982,PROTEIN_CODING
STX17,55014,PROTEIN_CODING
AGGF1,55109,PROTEIN_CODING
DARS2,55157,PROTEIN_CODING
RMDN3,55177,PROTEIN_CODING
STEAP3,55240,PROTEIN_CODING
PSPC1,55269,PROTEIN_CODING
RHOT1,55288,PROTEIN_CODING
AVPR1B,553,PROTEIN_CODING
SLC29A3,55315,PROTEIN_CODING
PPP3CB,5532,PROTEIN_CODING
HJURP,55355,PROTEIN_CODING
STYK1,55359,PROTEIN_CODING
PI4K2A,55361,PROTEIN_CODING
H4C15,554313,PROTEIN_CODING
PRCP,5547,PROTEIN_CODING
PARL,55486,PROTEIN_CODING
SMPD3,55512,PROTEIN_CODING
SLC30A10,55532,PROTEIN_CODING
IL17RB,55540,PROTEIN_CODING
RBM38,55544,PROTEIN_CODING
KLK15,55554,PROTEIN_CODING
STAB2,55576,PROTEIN_CODING
PRIM2,5558,PROTEIN_CODING
AMBRA1,55626,PROTEIN_CODING
NLRP2,55655,PROTEIN_CODING
PRPF40A,55660,PROTEIN_CODING
URGCP,55665,PROTEIN_CODING
NPLOC4,55666,PROTEIN_CODING
PACS1,55690,PROTEIN_CODING
VAC14,55697,PROTEIN_CODING
POLR3B,55703,PROTEIN_CODING
PARVA,55742,PROTEIN_CODING
CCAR1,55749,PROTEIN_CODING
AGK,55750,PROTEIN_CODING
NGLY1,55768,PROTEIN_CODING
CSGALNACT1,55790,PROTEIN_CODING
DCP1A,55802,PROTEIN_CODING
PAG1,55824,PROTEIN_CODING
PKN2,5586,PROTEIN_CODING
SLC22A11,55867,PROTEIN_CODING
ASH1L,55870,PROTEIN_CODING
KMT2E,55904,PROTEIN_CODING
RCC2,55920,PROTEIN_CODING
NKRF,55922,PROTEIN_CODING
MAPK6,5597,PROTEIN_CODING
CTNNBL1,56259,PROTEIN_CODING
LRRC8A,56262,PROTEIN_CODING
CCL28,56477,PROTEIN_CODING
CYP26B1,56603,PROTEIN_CODING
MUC13,56667,PROTEIN_CODING
SAR1A,56681,PROTEIN_CODING
UGGT1,56886,PROTEIN_CODING
PSMB2,5690,PROTEIN_CODING
PSMB3,5691,PROTEIN_CODING
MCCC1,56922,PROTEIN_CODING
PAK6,56924,PROTEIN_CODING
PSMB6,5694,PROTEIN_CODING
DUSP22,56940,PROTEIN_CODING
MFF,56947,PROTEIN_CODING
MEPE,56955,PROTEIN_CODING
OTUD7B,56957,PROTEIN_CODING
FAM20C,56975,PROTEIN_CODING
PRDM9,56979,PROTEIN_CODING
KIF15,56992,PROTEIN_CODING
CIAPIN1,57019,PROTEIN_CODING
TBX20,57057,PROTEIN_CODING
RPGRIP1,57096,PROTEIN_CODING
NUP107,57122,PROTEIN_CODING
PSMD8,5714,PROTEIN_CODING
SLC44A2,57153,PROTEIN_CODING
PELI1,57162,PROTEIN_CODING
GJC2,57165,PROTEIN_CODING
ZMIZ1,57178,PROTEIN_CODING
PSMD13,5719,PROTEIN_CODING
SELENON,57190,PROTEIN_CODING
PSME2,5721,PROTEIN_CODING
PSPH,5723,PROTEIN_CODING
PTGER1,5731,PROTEIN_CODING
CBX8,57332,PROTEIN_CODING
GJD2,57369,PROTEIN_CODING
S100A14,57402,PROTEIN_CODING
RAB22A,57403,PROTEIN_CODING
SCYL1,57410,PROTEIN_CODING
GATAD2B,57459,PROTEIN_CODING
TBC1D24,57465,PROTEIN_CODING
ADGRB1,575,PROTEIN_CODING
MTUS1,57509,PROTEIN_CODING
MIB1,57534,PROTEIN_CODING
KCNT1,57582,PROTEIN_CODING
WDR48,57599,PROTEIN_CODING
DPP10,57628,PROTEIN_CODING
EP400,57634,PROTEIN_CODING
METTL14,57721,PROTEIN_CODING
GRHL3,57822,PROTEIN_CODING
PTPRB,5787,PROTEIN_CODING
PTPRS,5802,PROTEIN_CODING
RAD1,5810,PROTEIN_CODING
PEX2,5828,PROTEIN_CODING
ALDH18A1,5832,PROTEIN_CODING
PYGB,5834,PROTEIN_CODING
PYGL,5836,PROTEIN_CODING
RPRD1B,58490,PROTEIN_CODING
QARS1,5859,PROTEIN_CODING
RAB2A,5862,PROTEIN_CODING
RAB13,5872,PROTEIN_CODING
RAB5C,5878,PROTEIN_CODING
IL22RA1,58985,PROTEIN_CODING
RALGDS,5900,PROTEIN_CODING
RAP1GDS1,5910,PROTEIN_CODING
RAP2A,5911,PROTEIN_CODING
RAP2B,5912,PROTEIN_CODING
RARRES1,5918,PROTEIN_CODING
RASGRF1,5923,PROTEIN_CODING
NTN4,59277,PROTEIN_CODING
SIGIRR,59307,PROTEIN_CODING
ZNF350,59348,PROTEIN_CODING
BCKDHB,594,PROTEIN_CODING
RCN1,5954,PROTEIN_CODING
RCN2,5955,PROTEIN_CODING
RCVRN,5957,PROTEIN_CODING
RFC2,5982,PROTEIN_CODING
RGS1,5996,PROTEIN_CODING
RGS3,5998,PROTEIN_CODING
RGS16,6004,PROTEIN_CODING
GRK1,6011,PROTEIN_CODING
EXOC4,60412,PROTEIN_CODING
SLC5A7,60482,PROTEIN_CODING
SAV1,60485,PROTEIN_CODING
ALX4,60529,PROTEIN_CODING
PAPPA2,60676,PROTEIN_CODING
ROBO2,6092,PROTEIN_CODING
RPL8,6132,PROTEIN_CODING
RPL9,6133,PROTEIN_CODING
RPL12,6136,PROTEIN_CODING
RPL13,6137,PROTEIN_CODING
RPL18,6141,PROTEIN_CODING
RPL19,6143,PROTEIN_CODING
RPL23A,6147,PROTEIN_CODING
RPL24,6152,PROTEIN_CODING
RPL26,6154,PROTEIN_CODING
RPL27,6155,PROTEIN_CODING
RPL30,6156,PROTEIN_CODING
RPL28,6158,PROTEIN_CODING
RPL31,6160,PROTEIN_CODING
RPL34,6164,PROTEIN_CODING
RPL35A,6165,PROTEIN_CODING
BCS1L,617,PROTEIN_CODING
RPLP1,6176,PROTEIN_CODING
RPS5,6193,PROTEIN_CODING
RPS6KA2,6196,PROTEIN_CODING
RPS11,6205,PROTEIN_CODING
RPS12,6206,PROTEIN_CODING
RPS15,6209,PROTEIN_CODING
RPS18,6222,PROTEIN_CODING
RPS25,6230,PROTEIN_CODING
RRAD,6236,PROTEIN_CODING
RREB1,6239,PROTEIN_CODING
RTKN,6242,PROTEIN_CODING
SAA2,6289,PROTEIN_CODING
SCN3A,6328,PROTEIN_CODING
SCNN1D,6339,PROTEIN_CODING
CCL13,6357,PROTEIN_CODING
CCL16,6360,PROTEIN_CODING
CCL23,6368,PROTEIN_CODING
CCL25,6370,PROTEIN_CODING
CIDEC,63924,PROTEIN_CODING
SEC13,6396,PROTEIN_CODING
PRDM14,63978,PROTEIN_CODING
SETMAR,6419,PROTEIN_CODING
SEMA4A,64218,PROTEIN_CODING
STRA6,64220,PROTEIN_CODING
ROBO3,64221,PROTEIN_CODING
MLST8,64223,PROTEIN_CODING
SRSF4,6429,PROTEIN_CODING
NFKBIZ,64332,PROTEIN_CODING
SIL1,64374,PROTEIN_CODING
SGCA,6442,PROTEIN_CODING
ATG3,64422,PROTEIN_CODING
SGCD,6444,PROTEIN_CODING
SGCG,6445,PROTEIN_CODING
SCG5,6447,PROTEIN_CODING
SGSH,6448,PROTEIN_CODING
CPEB1,64506,PROTEIN_CODING
SH3GL1,6455,PROTEIN_CODING
BNC1,646,PROTEIN_CODING
NUCKS1,64710,PROTEIN_CODING
SHOX2,6474,PROTEIN_CODING
ACBD3,64746,PROTEIN_CODING
MICAL1,64780,PROTEIN_CODING
CERK,64781,PROTEIN_CODING
ST3GAL1,6482,PROTEIN_CODING
ST3GAL4,6484,PROTEIN_CODING
AGXT2,64902,PROTEIN_CODING
SIM1,6492,PROTEIN_CODING
SIPA1,6494,PROTEIN_CODING
CENPH,64946,PROTEIN_CODING
SIX3,6496,PROTEIN_CODING
SKIC2,6499,PROTEIN_CODING
NDRG4,65009,PROTEIN_CODING
SLC26A6,65010,PROTEIN_CODING
REEP1,65055,PROTEIN_CODING
SLC2A5,6518,PROTEIN_CODING
BMP5,653,PROTEIN_CODING
SLC15A2,6565,PROTEIN_CODING
SLC18A1,6570,PROTEIN_CODING
SLC18A3,6572,PROTEIN_CODING
SLC20A1,6574,PROTEIN_CODING
SLIT3,6586,PROTEIN_CODING
SMARCA1,6594,PROTEIN_CODING
SMARCD1,6602,PROTEIN_CODING
SMPD2,6610,PROTEIN_CODING
SMS,6611,PROTEIN_CODING
SNRPA1,6627,PROTEIN_CODING
BNIP3L,665,PROTEIN_CODING
SORD,6652,PROTEIN_CODING
SP4,6671,PROTEIN_CODING
SPR,6697,PROTEIN_CODING
SQLE,6713,PROTEIN_CODING
AKR1D1,6718,PROTEIN_CODING
SRP14,6727,PROTEIN_CODING
SRP68,6730,PROTEIN_CODING
SRP72,6731,PROTEIN_CODING
SRPK2,6733,PROTEIN_CODING
SSTR3,6753,PROTEIN_CODING
SSTR4,6754,PROTEIN_CODING
SSX1,6756,PROTEIN_CODING
SSX2,6757,PROTEIN_CODING
ZFP36L1,677,PROTEIN_CODING
STATH,6779,PROTEIN_CODING
SUPT6H,6830,PROTEIN_CODING
SVIL,6840,PROTEIN_CODING
BTC,685,PROTEIN_CODING
SYN2,6854,PROTEIN_CODING
TAF7,6879,PROTEIN_CODING
TAF9,6880,PROTEIN_CODING
TAF10,6881,PROTEIN_CODING
TALDO1,6888,PROTEIN_CODING
BTF3,689,PROTEIN_CODING
CNTN2,6900,PROTEIN_CODING
TCEA1,6917,PROTEIN_CODING
TCN1,6947,PROTEIN_CODING
TFAP4,7023,PROTEIN_CODING
THOP1,7064,PROTEIN_CODING
TIE1,7075,PROTEIN_CODING
NR2E1,7101,PROTEIN_CODING
TSPAN7,7102,PROTEIN_CODING
CLEC3B,7123,PROTEIN_CODING
TNFAIP1,7126,PROTEIN_CODING
TNNI1,7135,PROTEIN_CODING
TNNI2,7136,PROTEIN_CODING
TNR,7143,PROTEIN_CODING
TRHR,7201,PROTEIN_CODING
TRO,7216,PROTEIN_CODING
TSN,7247,PROTEIN_CODING
CAPN5,726,PROTEIN_CODING
TTF1,7270,PROTEIN_CODING
CDK11A,728642,PROTEIN_CODING
TULP1,7287,PROTEIN_CODING
C6,729,PROTEIN_CODING
HIRA,7290,PROTEIN_CODING
C8A,731,PROTEIN_CODING
UBA52,7311,PROTEIN_CODING
UBE2E2,7325,PROTEIN_CODING
UBE2G2,7327,PROTEIN_CODING
UBE2V2,7336,PROTEIN_CODING
UGT2B4,7363,PROTEIN_CODING
UQCRC1,7384,PROTEIN_CODING
UQCRC2,7385,PROTEIN_CODING
VDAC3,7419,PROTEIN_CODING
VGF,7425,PROTEIN_CODING
WNT7B,7477,PROTEIN_CODING
WNT2B,7482,PROTEIN_CODING
XK,7504,PROTEIN_CODING
ZIC1,7545,PROTEIN_CODING
ZIC3,7547,PROTEIN_CODING
MZF1,7593,PROTEIN_CODING
ZNF143,7702,PROTEIN_CODING
PCGF2,7703,PROTEIN_CODING
ZMYM2,7750,PROTEIN_CODING
ZP3,7784,PROTEIN_CODING
MOGS,7841,PROTEIN_CODING
FZD5,7855,PROTEIN_CODING
SCG2,7857,PROTEIN_CODING
SLC25A20,788,PROTEIN_CODING
GGCT,79017,PROTEIN_CODING
SECISBP2,79048,PROTEIN_CODING
ATG9A,79065,PROTEIN_CODING
MMP28,79148,PROTEIN_CODING
FA2H,79152,PROTEIN_CODING
PRRC2A,7916,PROTEIN_CODING
TMEM43,79188,PROTEIN_CODING
SLC39A7,7922,PROTEIN_CODING
NELFE,7936,PROTEIN_CODING
HMGN5,79366,PROTEIN_CODING
RIC3,79608,PROTEIN_CODING
SH3TC2,79628,PROTEIN_CODING
USB1,79650,PROTEIN_CODING
DYNC2H1,79659,PROTEIN_CODING
FZD3,7976,PROTEIN_CODING
SEM1,7979,PROTEIN_CODING
ARMC5,79798,PROTEIN_CODING
HDAC11,79885,PROTEIN_CODING
L2HGDH,79944,PROTEIN_CODING
WLS,79971,PROTEIN_CODING
STN1,79991,PROTEIN_CODING
CTC1,80169,PROTEIN_CODING
BRD3,8019,PROTEIN_CODING
LHX3,8022,PROTEIN_CODING
RAB11FIP1,80223,PROTEIN_CODING
WDR26,80232,PROTEIN_CODING
CDK5RAP3,80279,PROTEIN_CODING
CCDC6,8030,PROTEIN_CODING
CPEB4,80315,PROTEIN_CODING
ULBP1,80329,PROTEIN_CODING
CSRP3,8048,PROTEIN_CODING
PDHX,8050,PROTEIN_CODING
MFAP5,8076,PROTEIN_CODING
ASXL3,80816,PROTEIN_CODING
YEATS4,8089,PROTEIN_CODING
IFT88,8100,PROTEIN_CODING
TUBB1,81027,PROTEIN_CODING
WNT5B,81029,PROTEIN_CODING
SLC2A10,81031,PROTEIN_CODING
GPR68,8111,PROTEIN_CODING
ST8SIA2,8128,PROTEIN_CODING
CFHR5,81494,PROTEIN_CODING
HM13,81502,PROTEIN_CODING
TRIM11,81559,PROTEIN_CODING
DIAPH3,81624,PROTEIN_CODING
AKAP1,8165,PROTEIN_CODING
VMP1,81671,PROTEIN_CODING
MADCAM1,8174,PROTEIN_CODING
ELL,8178,PROTEIN_CODING
MED25,81857,PROTEIN_CODING
SYMPK,8189,PROTEIN_CODING
CLPP,8192,PROTEIN_CODING
MKKS,8195,PROTEIN_CODING
CHAF1B,8208,PROTEIN_CODING
LZTR1,8216,PROTEIN_CODING
EPX,8288,PROTEIN_CODING
FZD1,8321,PROTEIN_CODING
FCRL4,83417,PROTEIN_CODING
TCF7L1,83439,PROTEIN_CODING
NUF2,83540,PROTEIN_CODING
MFRP,83552,PROTEIN_CODING
H4C4,8360,PROTEIN_CODING
H4C6,8361,PROTEIN_CODING
H4C12,8362,PROTEIN_CODING
H4C11,8363,PROTEIN_CODING
C19orf12,83636,PROTEIN_CODING
H4C3,8364,PROTEIN_CODING
H4C8,8365,PROTEIN_CODING
H4C2,8366,PROTEIN_CODING
H4C5,8367,PROTEIN_CODING
H4C13,8368,PROTEIN_CODING
CASP5,838,PROTEIN_CODING
EIF2A,83939,PROTEIN_CODING
PIP5K1A,8394,PROTEIN_CODING
SLC25A11,8402,PROTEIN_CODING
OBSCN,84033,PROTEIN_CODING
MAGT1,84061,PROTEIN_CODING
UXT,8409,PROTEIN_CODING
LOXL4,84171,PROTEIN_CODING
LTBP4,8425,PROTEIN_CODING
STK24,8428,PROTEIN_CODING
ING5,84289,PROTEIN_CODING
RAD54L,8438,PROTEIN_CODING
DYRK2,8445,PROTEIN_CODING
MCM8,84515,PROTEIN_CODING
TUBB6,84617,PROTEIN_CODING
DGAT2,84649,PROTEIN_CODING
RNASE7,84659,PROTEIN_CODING
DPY30,84661,PROTEIN_CODING
RETNLB,84666,PROTEIN_CODING
SORBS2,8470,PROTEIN_CODING
CBX2,84733,PROTEIN_CODING
CDC42BPA,8476,PROTEIN_CODING
TUBA1C,84790,PROTEIN_CODING
MFSD2A,84879,PROTEIN_CODING
MASTL,84930,PROTEIN_CODING
AJUBA,84962,PROTEIN_CODING
PPFIA1,8500,PROTEIN_CODING
PKP4,8502,PROTEIN_CODING
LIPF,8513,PROTEIN_CODING
HAT1,8520,PROTEIN_CODING
GCM1,8521,PROTEIN_CODING
DGKE,8526,PROTEIN_CODING
CAMK1,8536,PROTEIN_CODING
API5,8539,PROTEIN_CODING
AGPS,8540,PROTEIN_CODING
LMO4,8543,PROTEIN_CODING
DOCK7,85440,PROTEIN_CODING
CDC14A,8556,PROTEIN_CODING
CDK10,8558,PROTEIN_CODING
KMO,8564,PROTEIN_CODING
PLA2G4C,8605,PROTEIN_CODING
USO1,8615,PROTEIN_CODING
CDK13,8621,PROTEIN_CODING
PDE8B,8622,PROTEIN_CODING
CBFA2T3,863,PROTEIN_CODING
UNC5C,8633,PROTEIN_CODING
DDX3Y,8653,PROTEIN_CODING
EIF3G,8666,PROTEIN_CODING
STX16,8675,PROTEIN_CODING
STX11,8676,PROTEIN_CODING
CDC23,8697,PROTEIN_CODING
ADAM19,8728,PROTEIN_CODING
CRADD,8738,PROTEIN_CODING
CBR3,874,PROTEIN_CODING
CD164,8763,PROTEIN_CODING
MPDZ,8777,PROTEIN_CODING
SIGLEC5,8778,PROTEIN_CODING
SUCLA2,8803,PROTEIN_CODING
IL18RAP,8807,PROTEIN_CODING
HESX1,8820,PROTEIN_CODING
KSR1,8844,PROTEIN_CODING
TSC22D1,8848,PROTEIN_CODING
ALDH1A2,8854,PROTEIN_CODING
LDB1,8861,PROTEIN_CODING
ST3GAL5,8869,PROTEIN_CODING
VNN1,8876,PROTEIN_CODING
ZPR1,8882,PROTEIN_CODING
SLC5A6,8884,PROTEIN_CODING
TAX1BP1,8887,PROTEIN_CODING
EIF2S2,8894,PROTEIN_CODING
MTMR2,8898,PROTEIN_CODING
PRP4K,8899,PROTEIN_CODING
CCNC,892,PROTEIN_CODING
AP3D1,8943,PROTEIN_CODING
H1-10,8971,PROTEIN_CODING
USP13,8975,PROTEIN_CODING
ABCC10,89845,PROTEIN_CODING
PLOD3,8985,PROTEIN_CODING
PGLYRP1,8993,PROTEIN_CODING
TNFSF18,8995,PROTEIN_CODING
NOL3,8996,PROTEIN_CODING
CCNG1,900,PROTEIN_CODING
HAP1,9001,PROTEIN_CODING
TM4SF5,9032,PROTEIN_CODING
SEMA5A,9037,PROTEIN_CODING
RPL14,9045,PROTEIN_CODING
DOK2,9046,PROTEIN_CODING
ARTN,9048,PROTEIN_CODING
GADD45GIP1,90480,PROTEIN_CODING
PAPSS1,9061,PROTEIN_CODING
PYGO2,90780,PROTEIN_CODING
UNC119,9094,PROTEIN_CODING
CREB3L1,90993,PROTEIN_CODING
DPP9,91039,PROTEIN_CODING
INA,9118,PROTEIN_CODING
PRPF4,9128,PROTEIN_CODING
CD1E,913,PROTEIN_CODING
CCNB2,9133,PROTEIN_CODING
CCNE2,9134,PROTEIN_CODING
RABEP1,9135,PROTEIN_CODING
CTDP1,9150,PROTEIN_CODING
SLC6A5,9152,PROTEIN_CODING
PCSK7,9159,PROTEIN_CODING
SLFN11,91607,PROTEIN_CODING
NLRP12,91662,PROTEIN_CODING
YTHDC1,91746,PROTEIN_CODING
NEK9,91754,PROTEIN_CODING
SLC16A7,9194,PROTEIN_CODING
RAB11B,9230,PROTEIN_CODING
SCGB3A1,92304,PROTEIN_CODING
UBE2L6,9246,PROTEIN_CODING
GCM2,9247,PROTEIN_CODING
CYTH1,9267,PROTEIN_CODING
MED14,9282,PROTEIN_CODING
SOCS6,9306,PROTEIN_CODING
ASIC3,9311,PROTEIN_CODING
ORAI3,93129,PROTEIN_CODING
MMP20,9313,PROTEIN_CODING
TRIP11,9321,PROTEIN_CODING
TRIP10,9322,PROTEIN_CODING
VAMP3,9341,PROTEIN_CODING
SNAP29,9342,PROTEIN_CODING
RAB9A,9367,PROTEIN_CODING
NRXN3,9369,PROTEIN_CODING
ZFYVE9,9372,PROTEIN_CODING
NMT2,9397,PROTEIN_CODING
GRAP2,9402,PROTEIN_CODING
FTMT,94033,PROTEIN_CODING
TNFSF8,944,PROTEIN_CODING
ARHGEF6,9459,PROTEIN_CODING
HAND2,9464,PROTEIN_CODING
EIF4E2,9470,PROTEIN_CODING
TBX4,9496,PROTEIN_CODING
SLC4A7,9497,PROTEIN_CODING
